groupId,speaker,line,hasChoices,choices,conditionType,conditionKey,conditionTargetCharacter,conditionValue,nextOnCompletion,eventName
GoodJung2,정우진,뭐... 괜찮긴 하네.,,,,,,,,
GoodJung2,정우진,이건 듣지 말고.,,,,,,,,
GoodJung2,여주,오오~,,,,,,,,
GoodJung2,정우진,이건 웬만하면 성공해.,,,,,,,,
GoodJung2,,선배가 수요일 수업 하나를 가리켰다.,,,,,,,,
GoodJung2,,우리 과 교수님의 강의였다.,,,,,,,,
GoodJung2,여주,왜 이 교수님? 딱히 성적을 잘 주는 것 같지는 않던데…,,,,,,,,
GoodJung2,정우진,내가 저 교수님 연구실에 있잖아.,,,,,,,,
GoodJung2,정우진,너 과제 하는 거 보게.,,,,,,,,
GoodJung2,,실화야?,,,,,,,,
GoodJung2,,선배를 째려봤다.,,,,,,,,
GoodJung2,,선배는 태연한 표정으로 눈을 맞췄다.,,,,,,,,
GoodJung2,정우진,왜?,,,,,,,,
GoodJung2,여주,아니 이 수업 꼭 들어야겠다 싶어서.,,,,,,,,
GoodJung2,정우진,그래야지.,,,,,,,,
GoodJung2,여주,알았어 됐어 나 이제 갈게.,,,,,,,,
GoodJung2,정우진,벌써 가? 같이 밥 먹자.,,,,,,,,
GoodJung2,여주,됐어. 주은이가 육회비빔밥 먹으러 가자고 했거든?,,,,,,,,
GoodJung2,,"주은이, 나이스!",,,,,,,,
GoodJung2,정우진,그래. 나는 친구 없으니까 혼자 먹을게.,,,,,,,,
GoodJung2,,우진은 팔짱을 끼고 현관문으로 가는 나를 응시했다.,,,,,,,,
GoodJung2,,"늘 하던 무표정인데, 이젠 그 표정에서도 의미를 찾을 수 있을 것 같았다.",,,,,,,,
GoodJung2,,"웃음이 실실 나오려는 걸 막고, 최대한 말짱한 표정을 유지했다.",,,,,,,,
GoodJung2,여주,"뭐야, 왜 저래? 나 진짜 간다?",,,,,,,,
GoodJung2,정우진,"어, 가.",,,,,,,,
GoodJung2,,"이상한 사람이 아니라, 재밌는 사람이었네.",,,,,,,,
GoodJung2,,수강 신청 꼭 성공해야지!,,,,,,,,
Bad,,듣지 않아도 어떻게든 되겠지.,,,,,,,,
Bad,,그래도 집에서 수강 신청하는 건 무리일 것 같다.,,,,,,,,
Bad,,학교 근처에 괜찮은 피시방 없나?,,,,,,,,
Bad,,에타엔 이런 정보가 없네…,,,,,,,,
Bad,,수강 신청할 만한 피시방 있는지 물어볼까?,,,,,,,,
Bad,,뭔가 알 것 같은 사람은…,TRUE,"""은성이|BadLee1|5|이은성;루카|BadLuka1|3|루카;세하 오빠|BadSeha|7|강세하""",,,,,,
BadLee1,,은성이는 근처에 사니까 잘 알지 않을까?,,,,,,,,
BadLee1,여주,은성아,,,,,,,,
BadLee1,여주,수강 신청 어디서 할 거야?,,,,,,,,
BadLee1,이은성,음... 집에서 할 것 같은데.,,,,,,,,
BadLee1,이은성,왜?,,,,,,,,
BadLee1,여주,나 피시방에서 해야 할 것 같은데,,,,,,,,
BadLee1,여주,좋은 곳 아나 해서 ㅋㅋ,,,,,,,,
BadLee1,이은성,"아, 그러면 나 가끔 가는 곳 있는데",,,,,,,,
BadLee1,이은성,나도 피시방에서 할까?,,,,,,,,
BadLee1,여주,ㄱㄱ,,,,,,,,
BadLee1,이은성,공원에서 만나서 같이 가자,,,,,,,,
BadLee1,여주,그럼 9시에 만나!,,,,,,,,
BadLee1,,수강 신청 당일이다. 피시방에서 나란히 앉아 수강 신청 페이지를 들락거렸다.,,,,,,,,
BadLee1,여주,뭐 들을지는 정해 뒀어?,,,,,,,,
BadLee1,이은성,"응, 이번엔 1교시는 안 들으려고",,,,,,,,
BadLee1,여주,나도. 저번에 너무 힘들었어,,,,,,,,
BadLee1,여주,교양은 뭐 듣게?,,,,,,,,
BadLee1,이은성,나 이거 아니면 이거,,,,,,,,
BadLee1,여주,어? 이거 나도 담아놨는데,,,,,,,,
BadLee1,이은성,정말? 그럼 이거로 해야지,,,,,,,,
BadLee1,여주,근데 이거 경쟁률 높아서 힘들지도 몰라.,,,,,,,,
BadLee1,여주,나 저번 학기에 하나 실패했었거든…,,,,,,,,
BadLee1,이은성,그럼 이거 실패하면 다른 걸 같이 들을래?,,,,,,,,
BadLee1,,은성이 자기가 담아 둔 다른 교양을 가리켰다.,,,,,,,,
BadLee1,이은성,찾아봤는데 괜찮대서. 경쟁률도 그닥 안 높고.,,,,,,,,
BadLee1,여주,저번엔 강의명만 보고 골랐다며.,,,,,,,,
BadLee1,여주,이번엔 찾아봤네?,,,,,,,,
BadLee1,이은성,너 보고 배웠지.,,,,,,,,
BadLee1,여주,고민 좀 해볼게. 이미 담아 둔 것도 있어서.,,,,,,,,
BadLee1,,...,,,,,,,,fadeout
BadLee1,,이번에도 교양은 실패했다.,,,,,,,,
BadLee1,,다들 왜 이렇게 빠른 거야?,,,,,,,,
BadLee1,,피시방까지 왔는데…,,,,,,,,
BadLee1,,됐고...,,,,,,,,
BadLee1,,내가 담아둔 교양을 넣을까? 아니면 은성이가 추천한 걸 넣을까?,TRUE,"""내가 넣어둔 걸 넣는다|BadLeeMy|-3|이은성;은성이가 추천한 걸 넣는다|BadLeeYou|5|이은성""",,,,,,
BadLeeMy,,원래 계획대로 이거나 듣자!,,,,,,,BadLee2,
BadLeeMy,,내가 담아뒀던 교양을 담았다.,,,,,,,,
BadLeeMy,여주,은성아 성공했어?,,,,,,,,
BadLeeMy,이은성,"아니, 교양 실패했어.",,,,,,,,
BadLeeMy,이은성,넌 성공했어?,,,,,,,,
BadLeeMy,여주,"아니, 나도 실패…",,,,,,,,
BadLeeMy,이은성,뭐 담았어?,,,,,,,,
BadLeeMy,여주,담아놨던 거.,,,,,,,,
BadLeeMy,이은성,결국 그거 넣었구나.,,,,,,,,
BadLeeYou,,"기왕 추천해 준 거, 같이 들을까?",,,,,,,BadLee2,
BadLeeYou,,학수번호를 붙여넣었다.,,,,,,,,
BadLeeYou,,됐다!,,,,,,,,
BadLeeYou,여주,은성아 성공했어?,,,,,,,,
BadLeeYou,이은성,"아니, 교양 실패했어.",,,,,,,,
BadLeeYou,이은성,넌?,,,,,,,,
BadLeeYou,여주,나도 실패…,,,,,,,,
BadLeeYou,여주,대신 네가 추천해준 교양 넣었어.,,,,,,,,
BadLeeYou,이은성,진짜?,,,,,,,,
BadLeeYou,이은성,이번 학기도 같이 듣자.,,,,,,,,
BadLee2,,"수강 신청도 다 했겠다, 이제 집에 가야지!",,,,,,,,
BadLee2,,이번에도 데려다준다는 은성이를 극구 말려서,,,,,,,,
BadLee2,,집에 들어가는 것까지 보고 돌아갔다.,,,,,,,,
BadLuka1,여주,뭐해?,,,,,,,BadLukaO1,
BadLuka1,,루카에게 문자를 보냈다.,,,,,,,,
BadLukaO1,,...답이 없다,,,FlagTrue,festival_LK,,,,
BadLukaO1,,얘는 휴대폰이 장식인가?,,,FlagTrue,festival_LK,,,,
BadLukaO1,,제대로 답장하는 걸 본 적이 없는 것 같…,,,FlagTrue,festival_LK,,,,
BadLukaO1,,그때 전화가 걸려 왔다.,,,FlagTrue,festival_LK,,,,
BadLukaO1,,발신자... 루카?,,,FlagTrue,festival_LK,,,,
BadLukaO1,,호랑이도 제 말 하면 온다더니.,TRUE,"""갑자기 전화? 조금 당황스럽다|BadLukaOOh|5|루카;딱 좋은 타이밍이네|BadLukaOGood|4|루카""",FlagTrue,festival_LK,,,,
BadLukaOOh,여주,뭐야?,,,,,,,BadLukaO2,
BadLukaOOh,루카,받자마자 할 말이 그것밖에 없으신가요.,,,,,,,,
BadLukaOOh,여주,아니 그게... 왜 전화했어?,,,,,,,,
BadLukaOOh,루카,문자 보내셨길래요.,,,,,,,,
BadLukaOOh,,문자를 봤으면 문자로 답장해도 되는 거 아닌가?,,,,,,,,
BadLukaOOh,,참 알다가도 모르겠다…,,,,,,,,
BadLukaOGood,여주,문자 보고 전화한 거야?,,,,,,,BadLukaO2,
BadLukaOGood,루카,네. 무슨 일이시죠?,,,,,,,,
BadLukaO2,여주,"별건 아니고, 이제 곧 수강 신청이잖아.",,,,,,,BadLuka2,
BadLukaO2,루카,그렇네요.,,,,,,,,
BadLukaO2,여주,어디서 할 거야? 수강 신청 성공 잘하는 피시방 이런 데 있나?,,,,,,,,
BadLukaO2,루카,글쎄요.,,,,,,,,
BadLukaO2,여주,학교 근처에 가본 데 있어?,,,,,,,,
BadLukaO2,루카,피시방을요?,,,,,,,,
BadLukaO2,,...안 가봤구나.,,,,,,,,
BadLukaO2,,하긴…,,,,,,,,
BadLukaO2,,뭔가 물어볼 상대가 잘못된 것 같기도 하다...,,,,,,,,
BadLukaO2,여주,너는 수강 신청 저번엔 어떻게 했어?,,,,,,,,
BadLukaO2,루카,그냥 집에서요.,,,,,,,,
BadLukaO2,여주,"그럼, 이번에는 같이 피시방 갈래?",,,,,,,,
BadLukaO2,여주,피시방 가면 뭔가 더 잘될 것 같은 느낌 있지 않아?,,,,,,,,
BadLukaO2,루카,그런가요,,,,,,,,
BadLukaO2,여주,그날 시간 맞춰서 와! 내가 끝나고 밥도 사줄게.,,,,,,,,
BadLukaO2,루카,"굳이 사주실 필요는,",,,,,,,,
BadLukaO2,여주,오는 거지?,,,,,,,,
BadLukaO2,,전화 너머 한숨 쉬는 소리가 들렸다. 온다는 뜻이다. 얏호!,,,,,,,,
BadLukaO2,여주,"그래그래, 수강 신청 날 보자!",,,,,,,,
BadLukaO2,,통화를 종료하고 학교 근처 피시방을 검색해 봤다.,,,,,,,,
BadLukaO1,,생각보다 금방 답장이 왔다.,,,FlagFalse,festival_LK,,,BadLuka2,
BadLukaO1,루카,무슨 일 있으신가요?,,,FlagFalse,festival_LK,,,,
BadLukaO1,여주,아니 그냥 수강 신청 어떻게 할 건지 물어보고 싶어서!,,,FlagFalse,festival_LK,,,,
BadLukaO1,루카,그냥 집에서 하겠죠.,,,FlagFalse,festival_LK,,,,
BadLukaO1,여주,그럼 나랑 같이 피시방 갈래?,,,FlagFalse,festival_LK,,,,
BadLukaO1,여주,물론 네가 학교 근처로 와야 하겠지만…,,,FlagFalse,festival_LK,,,,
BadLukaO1,,잠시 답이 없었다.,,,FlagFalse,festival_LK,,,,
BadLukaO1,,역시 귀찮으려나?,,,FlagFalse,festival_LK,,,,
BadLukaO1,루카,그러죠.,,,FlagFalse,festival_LK,,,,
BadLukaO1,,가끔 보면 해달라는 건 은근히 다 해주는 것 같단 말이야.,,,FlagFalse,festival_LK,,,,
BadLukaO1,여주,"그럼, 그날 아침에 보자!",,,FlagFalse,festival_LK,,,,
BadLukaO1,여주,내가 피시방 찾아보고 알려줄게.,,,FlagFalse,festival_LK,,,,
BadLukaO1,루카,네.,,,FlagFalse,festival_LK,,,,
BadLukaO1,,바로 인터넷을 켜 학교 근처 피시방을 검색해 봤다.,,,FlagFalse,festival_LK,,,,
BadLuka2,,여기 뭔가 느낌이 괜찮을 것 같은데.,,,,,,,,
BadLuka2,,루카에게 위치 정보를 보내주자!,,,,,,,,
BadLuka2,,,,,,,,,,fadeout
BadLuka2,,수강 신청 당일…,,,,,,,,
BadLuka2,,떨리는 마음으로 컴퓨터 앞에 앉았다.,,,,,,,,
BadLuka2,루카,그 정도로 긴장할 필요는 없지 않나요?,,,,,,,,
BadLuka2,여주,저번 학기엔 못 잡은 강좌 있었단 말이야.,,,,,,,,
BadLuka2,여주,이번에는 무슨 일이 있어도 올클 할 거야!,,,,,,,,
BadLuka2,여주,그러려고 피시방까지 찾아온 거고.,,,,,,,,
BadLuka2,루카,이제 2분 남았네요.,,,,,,,,
BadLuka2,여주,"성공한다... 꼭, 하나도 빠짐없이...",,,,,,,,
BadLuka2,루카,"잘될 거니까, 손에 힘 좀 푸세요.",,,,,,,,
BadLuka2,루카,마우스 부서지겠어요.,,,,,,,,
BadLuka2,,"정각이 되고,",,,,,,,,
BadLuka2,,듣고자 했던 강의를…,,,,,,,,
BadLuka2,,…,,,,,,,,
BadLuka2,,잡았다!!!,,,,,,,,
BadLuka2,,너무 흥분해서 소리까지 지를 뻔했다.,,,,,,,,
BadLuka2,,수강 신청을 올클하고 가벼운 마음으로 나왔다.,,,,,,,,
BadLuka2,,"근처에서 점심을 사주고, 지하철 타러 간다는 루카를 배웅해 주러 역으로 같이 향했다.",,,,,,,,
BadLuka2,여주,지하철도 타는구나…,,,,,,,,
BadLuka2,루카,당연하죠.,,,,,,,,
BadLuka2,,황당하다는 듯한 표정이다.,,,,,,,,
BadLuka2,여주,조심히 들어가! 여기까지 와줘서 고맙고.,,,,,,,,
BadLuka2,루카,"아니에요, [여주] 누나 덕분에 저도 수강 신청 잘 끝난 것 같네요.",,,,,,,,
BadLuka2,,웬일로 기특한 소리를 하네,,,,,,,,
BadLuka2,,그럼 이제 개강하고 보자.,,,,,,,,
BadLuka2,,역으로 들어가는 루카의 뒷모습을 잠시 바라보다가 집으로 돌아왔다.,,,,,,,,
BadLuka2,,이번 학기는 뭔가 좋은 예감이 든다.,,,,,,,,
BadSeha,여주,혹시 학교 근처에 괜찮은 피시방 알아?,,,,,,,,
BadSeha,강세하,피시방?,,,,,,,,
BadSeha,강세하,수강 신청 하려고?,,,,,,,,
BadSeha,여주,응...,,,,,,,,
BadSeha,여주,집에서는 도저히 안 될 것 같아서.,,,,,,,,
BadSeha,강세하,흠 나도 그 날 피시방 가려고 했는데 같이 갈래?,,,,,,,,
BadSeha,여주,그래.,,,,,,,,
BadSeha,강세하,내기하자!,,,,,,,,
BadSeha,강세하,실패한 사람이 커피 쏘기.,,,,,,,,
BadSeha,,수강 신청 날 아침.,,,,,,,,
BadSeha,,세하 오빠와 약속한 피시방 앞에 도착했다.,,,,,,,,
BadSeha,,아직 8시도 안 된 시간이었는데도,,,,,,,,
BadSeha,,이미 과잠을 입은 학생들이 몇몇 있었다.,,,,,,,,
BadSeha,,멀리서 손을 흔드는 세하가 보였다.,,,,,,,,
BadSeha,강세하,"[여주야], 일찍 왔네?",,,,,,,,
BadSeha,여주,오빠도.,,,,,,,,
BadSeha,강세하,커피 사 왔어. 마시면서 해.,,,,,,,,
BadSeha,,그가 건네준 아이스 아메리카노 컵에 내 이름이 적혀 있었다.,,,,,,,,
BadSeha,,그 옆에 작은 하트도 그려져 있는 건... 내 착각인가?,,,,,,,,
BadSeha,,"피시방 자리를 잡고 앉자마자, 서로 컴퓨터를 켜고.",,,,,,,,
BadSeha,,인터넷 속도를 체크하고.,,,,,,,,
BadSeha,,포털 사이트 로그인도 하고...,,,,,,,,
BadSeha,여주,아 진짜 손 떨려...,,,,,,,,
BadSeha,여주,또 인기 강의 못 들을까 봐.,,,,,,,,
BadSeha,강세하,긴장하지 마.,,,,,,,,
BadSeha,,창이 떠오르기를 기다리며 둘 다 숨을 죽였다.,,,,,,,,
BadSeha,,초 단위로 시계를 보며 진지하게 마우스를 움켜쥔 우리의 모습이 너무 진지해서,,,,,,,,
BadSeha,,괜히 피식 웃음이 나왔다.,,,,,,,,
BadSeha,여주,...간다!,,,,,,,,
BadSeha,,내 말과 함께 수강 신청 창이 떴다.,,,,,,,,
BadSeha,,각자 키보드 소리만 들리는 잠깐의 정적.,,,,,,,,
BadSeha,,몇 분 후.,,,,,,,,
BadSeha,여주,나 됐어!,,,,,,,,
BadSeha,여주,인기 강의 다 성공했어!,,,,,,,,
BadSeha,강세하,오 뭐야? 완전 잘했는데?,,,,,,,,
BadSeha,여주,나 오늘 뭐 사줘야 할 듯?,,,,,,,,
BadSeha,강세하,나도 성공했는데?,,,,,,,,
BadSeha,여주,"...그럼, 무승부?",,,,,,,,
BadSeha,여주,커피는 각자 계산?,,,,,,,,
BadSeha,강세하,아니 같이 밥 먹자. 축하 겸.,,,,,,,,
BadSeha,여주,지금?,,,,,,,,
BadSeha,강세하,응. 나 너랑 밥 먹고 싶어서 일부러 오늘 시간 비워놨는데.,,,,,,,,
BadSeha,,그 말에 잠시 말문이 막혔다.,,,,,,,,
BadSeha,,세하 오빠는 여전히 아무렇지도 않은 표정인데.,,,,,,,,
BadSeha,,왜 나는 자꾸만 심장이 바쁘게 뛰는지 모르겠다.,,,,,,,,
