groupId,speaker,line,hasChoices,choices,conditionType,conditionKey,conditionTargetCharacter,conditionValue,nextOnCompletion,eventName
ohoh,여주,오오.,,,,,,,Ep3-2-3,
,,,,,,,,,,
good,여주,둘 다 멋있네요.,,,,,,,Ep3-2-3,
,,,,,,,,,,
Ep3-2-3,정우진,근데 너도 잘하잖아. 과제 보면 네 게 제일 나아.,,,,,,,,
Ep3-2-3,문이현,모르는 거 많이 물어봐요. 최대한 알려줄게요.,,,,,,,,
Ep3-2-3,,…뭔가 좋은데 부담스럽다.,,,,,,,,
Ep3-2-3,여주,네… 근데 둘은 왜 말 안 놔요?,,,,,,,,
Ep3-2-3,정우진,내가 편하게 하라고 했는데도 이래.,,,,,,,,
Ep3-2-3,문이현,존댓말이 익숙해서요… 하하.,,,,,,,,shy
Ep3-2-3,,"식사가 나왔다. 이런저런 이야기를 나누며 밥을 먹다 보니, 시간이 금방 흘렀다.",,,,,,,,
Ep3-2-3,,"""걱정과는 달리, 이현 선배가 우진 선배랑 워낙 친한 덕분에 나도 마음을 놓고 대화할 수 있었다.""",,,,,,,,
Ep3-2-3,문이현,그럼 저는 도서관 가볼게요. 둘 다 다음에 봐요~.,,,,,,,,
Ep3-2-3,정우진,"""그래, 잘 가.""",,,,,,,,
Ep3-2-3,여주,네…!!,,,,,,,,
Ep3-2-3,,…걱정했던 것보다는 훨씬 괜찮았던 식사 자리였다.,,,,,,,,
