groupId,speaker,line,hasChoices,choices,conditionType,conditionKey,conditionTargetCharacter,conditionValue,nextOnCompletion,eventName
6-1-3-a,,"너무 더워, 살려줘···.",,,,,,,,
6-1-3-a,,걸어올 때는 비교적 덜 더웠는데.,,,,,,,,
6-1-3-a,,이 날씨에 다시 걸어가는 건 무리 같다.,,,,,,,,
6-1-3-a,,"고민하던 찰나, 옆에서 익숙한 목소리가 들렸다.",,,,,,,,
6-1-3-a,루카,"오랜만이네요, [여주] 누나.",,,,,,,,
6-1-3-a,여주,루카? 안녕! 종강하고는 처음이네.,,,,,,,,
6-1-3-a,루카,그렇죠. 여긴 무슨 일로 오셨어요?,,,,,,,,
6-1-3-a,여주,나는 영화 보러 왔다가 이제 집 가려고.,,,,,,,,
6-1-3-a,여주,근데 밖에 너무 더워 보이지 않아?,,,,,,,,
6-1-3-a,루카,더워 보이네요.,,,,,,,,
6-1-3-a,여주,그래서 고민 중이야.,,,,,,,,
6-1-3-a,여주,이 날씨에 걸어가는 건 미친 짓인가? 미친 짓이겠지?,,,,,,,,
6-1-3-a,루카,데려다드릴까요?,,,,,,,,
6-1-3-a,여주,네가?,,,,,,,,
6-1-3-a,,뭘 할 수 있는데?,,,,,,,,
6-1-3-a,,···,,,,,,,,
6-1-3-a,,는 말 하지 않았다.,,,,,,,,
6-1-3-a,,루카가 시간을 확인하고는 미소를 지었다.,,,,,,,,
6-1-3-a,루카,4분 뒤에 기사님이 오시거든요. 가는 길에 집 앞까지 데려다 드리죠.,,,,,,,,
6-1-3-a,,와··· 뭔가···,,,,,,,,
6-1-3-a,여주,그래도 돼···?,,,,,,,,
6-1-3-a,루카,안 될 이유라도 있나요?,,,,,,,,
6-1-3-a,여주,당연히 없지!,,,,,,,,
6-1-3-a,여주,정말 고마워. 완전 구세주다!,,,,,,,,
6-1-3-a,,이야기하다 보니 옆에서 온통 시커멓게 입은 남자가 고개를 숙였다.,,,,,,,,
6-1-3-a,남자,도련님.,,,,,,,,
6-1-3-a,루카,"오셨네요. 기사님, 이쪽은 가는 길에 집까지 데려다드리면 됩니다.",,,,,,,,
6-1-3-a,남자,"네, 알겠습니다.",,,,,,,,
6-1-3-a,,우리는 차로 이동했다.,,,,,,,,
6-1-3-a,,검은 세단의 내부는 시원했다.,,,,,,,,
6-1-3-a,,[여주] ♥ 에어컨!,,,,,,,,
6-1-3-a,남자,"어디로 모셔다드리면 될까요, 아가씨?",,,,,,,,
6-1-3-a,여주,"아, 저는 ㅁㅁ쪽이요!",,,,,,,,
6-1-3-a,남자,알겠습니다.,,,,,,,,
6-1-3-a,,가는 길은 조용했다.,,,,,,,,
6-1-3-a,,차에 탄 루카는 좌석에 기댄 채로 눈을 감고 있었고···,,,,,,,,
6-1-3-a,,기사님만 가끔 백미러로 곁눈질하시는 게 보였다.,,,,,,,,
6-1-3-a,,근데 뭔가···.,,,,,,,,
6-1-3-a,,진짜 도련님이구나.,,,,,,,,
6-1-3-a,,근데 뭔가 너무 조용해서 뻘쭘하네.,,,,,,,,
6-1-3-a,,말이라도 걸어볼까.,true,"""말을 건다|6-1-3-c1|5|루카|false;걸지 않는다|6-1-3-c2|0|루카|false|0""",,,,,,
6-1-3-c1,여주,"그나저나, 너는 여기 무슨 일이야?",,,,,,,6-1-3-b,
6-1-3-c1,루카,근처에 볼 일이 있었어요.,,,,,,,,
6-1-3-c1,여주,그렇구나···. 방학인데 뭐 해?,,,,,,,,
6-1-3-c1,루카,학기 중에 미뤄뒀던 일들이 많아서 하고 있어요.,,,,,,,,
6-1-3-c1,루카,꽤 바쁘네요.,,,,,,,,
6-1-3-c1,여주,미루는 타입? 의외네.,,,,,,,,
6-1-3-c1,루카,"미뤄서 문제가 되지 않는다면, 최대한 미루고 싶어지더라고요.",,,,,,,,
6-1-3-c1,여주,헐···.,,,,,,,,
6-1-3-c1,여주,난 미뤄서 문제가 되어도 미루는 것 같은데···.,,,,,,,,
6-1-3-c2,,방해받기 싫겠지···.,,,,,,,6-1-3-b,
6-1-3-c2,,그냥 조용히 있어야겠다.,,,,,,,,
6-1-3-b,,마침내 집 근처에 도착했다.,,,,,,,6-1-b,
6-1-3-b,루카,잘 들어가세요.,,,,,,,,
6-1-3-b,여주,"응, 오늘 고마웠어.",,,,,,,,
6-1-3-b,,기사님도 운전 감사합니다!,,,,,,,,
6-1-4,,방학이라고 너무 집에서만 뒹구는 것 같아 외출하기로 마음먹었다.,,,,,,,,CMD:SetFlag:shDone:true
6-1-4,,"그래봤자 뭐 거창한 건 아니고, 그냥 근처 카페로 향한 거지만.",,,,,,,,
6-1-4,,"카페 입구 유리문을 열자, 시원한 에어컨 바람이 반긴다.",,,,,,,,
6-1-4,,그래···.. 자취방에선 전기세 아까워서 자주 못 켠다고.,,,,,,,,
6-1-4,,할 거 없는데 그냥 너튜브나 볼까?,,,,,,,,
6-1-4,,···,,,,,,,,
6-1-4,,대충 아이스 아메리카노를 시키고 자리를 잡아 노트북을 펼쳤다.,,,,,,,,
6-1-4,강세하,"어, [여주]?",,,,,,,,
6-1-4,여주,어? 뭐야.,,,,,,,,
6-1-4,,"익숙한 목소리에 고개를 돌리자, 음료를 손에 든 채 서 있는 세하 오빠가 눈에 들어왔다.",,,,,,,,
6-1-4,여주,오빠가 왜 여기 있어?,,,,,,,,
6-1-4,강세하,원래 여기 잘 안 오는데···.,,,,,,,,
6-1-4,강세하,오늘은 걷다 보니까 그냥 들어오고 싶었어. 너는?,,,,,,,,
6-1-4,여주,너무 집에만 있는 것 같아서 바람 좀 쐬러.,,,,,,,,
6-1-4,강세하,여기 자주 와?,,,,,,,,
6-1-4,여주,"그건 아니고, 나도 걷다가 보여서.",,,,,,,,
6-1-4,강세하,··· 혹시 여기 앉아도 돼?,,,,,,,,
6-1-4,,세하 오빠가 내 맞은편 의자를 가리키며 물었다.,,,,,,,,
6-1-4,,"그때 갑자기, 저번에 본 영상이 떠올랐다.",,,,,,,,
6-1-4,,커뮤니티에 올라온 연습생 시절이라던 모습.,,,,,,,,
6-1-4,,익숙한 얼굴인데도 낯설었다.,,,,,,,,
6-1-4,,"연락도 할까 말까 고민만 하다가, 뭐라고 말해야 할지 몰라 아무 말도 하지 못했다.",,,,,,,,
6-1-4,,괜히 어색해질까 피해야 하나 싶다가도···.,,,,,,,,
6-1-4,,그런 건 나 혼자만 느끼는 감정인 것 같았다.,,,,,,,,
6-1-4,,어떡하지. 앉으라고 할까.,true,"""앉으라고 한다|6-1-4-c1|0|강세하|false;오늘은 혼자 있고 싶다고 한다|6-1-4-c2|0|강세하|false|0""",,,,,,
6-1-4-c1,여주,응 앉아.,,,,,,,6-1-b,
6-1-4-c1,강세하,혹시··· 축제 때 내 무대 봤어?,,,,,,,,CMD:SetFlag:stageSH:true
6-1-4-c1,여주,봤어.,,,,,,,,
6-1-4-c1,여주,노래 진짜 잘하더라. 깜짝 놀랐어.,,,,,,,,
6-1-4-c1,,세하 오빠는 멋쩍은 듯 고개를 숙였다.,,,,,,,,
6-1-4-c1,강세하,"그날, 되게 갑작스러웠거든.",,,,,,,,
6-1-4-c1,강세하,마이크 잡고도 긴장 많이 했어.,,,,,,,,
6-1-4-c1,,···,,,,,,,,
6-1-4-c1,여주,··· 그거 봤어.,,,,,,,,
6-1-4-c1,강세하,뭘?,,,,,,,,
6-1-4-c1,여주,춤추는 영상 올라온 거.,,,,,,,,
6-1-4-c1,,세하 오빠의 눈동자가 살짝 흔들렸다.,,,,,,,,
6-1-4-c1,강세하,그런 영상까지 봤구나.,,,,,,,,
6-1-4-c1,여주,응. 몰랐던 모습이라 좀 놀랐어.,,,,,,,,
6-1-4-c1,여주,근데 나쁜 의미는 아니야.,,,,,,,,
6-1-4-c1,여주,그냥··· 궁금했거든.,,,,,,,,
6-1-4-c1,여주,예전엔 어떤 사람이었는지.,,,,,,,,
6-1-4-c1,강세하,"··· 그 얘기, 나중에 천천히 해줄게.",,,,,,,,
6-1-4-c1,,그렇게 우리는 한참을 더 얘기했다.,,,,,,,,
6-1-4-c1,,계획도 약속도 없는 만남이었지만···.,,,,,,,,
6-1-4-c1,,오히려 그래서인지 더 편하고 솔직했던 것 같다.,,,,,,,,
6-1-4-c2,여주,아··· 오늘은 혼자 있고 싶어서.,,,,,,,6-1-b,
6-1-4-c2,,"세하 오빠의 표정이 살짝 굳었다가, 이내 웃으며 고개를 끄덕였다.",,,,,,,,
6-1-4-c2,강세하,"아, 미안. 방해했네.",,,,,,,,
6-1-4-c2,강세하,그럼 잘 쉬어.,,,,,,,,
6-1-4-c2,,조용히 다른 자리로 이동하는 뒷모습에 괜히 마음이 쓰였다.,,,,,,,,
6-1-4-c2,,나는 다시 노트북 화면으로 시선을 돌렸다.,,,,,,,,
6-1-4-c2,,너튜브 알고리즘은 여전히 며칠 전 축제 무대 클립과 커뮤니티 영상들을 띄우고 있다.,,,,,,,,
6-1-4-c2,,문자 화면을 켰다가 다시 닫는다.,,,,,,,,
6-1-4-c2,,이 감정은 뭐지.,,,,,,,,
6-1-4-c2,,"나 자신도 잘 모르겠기에, 더 조심스러워졌다.",,,,,,,,
6-1-5-a,,마음은 편하지만···,,,,,,,,CMD:SetFlag:esDone:true
6-1-5-a,,왠지 공부해야 할 것 같아서,,,,,,,,
6-1-5-a,,"대충 가방에 책 한 권, 노트 한 권만 넣고",,,,,,,,
6-1-5-a,,학교 도서관 열람실 문을 열었다.,,,,,,,,
6-1-5-a,,방학인데도 학교에서 공부하고 있는 사람이 꽤 있네.,,,,,,,,
6-1-5-a,,비어 있는 자리에 조용히 앉아 책을 펼쳤다.,,,,,,,,
6-1-5-a,,···,,,,,,,,
6-1-5-a,,5분···,,,,,,,,
6-1-5-a,,10분···,,,,,,,,
6-1-5-a,,옆에서 들어오는 햇살이 따뜻하다···,,,,,,,,
6-1-5-a,,눈이 감겨온다···,,,,,,,,
6-1-5-a,,"옆에서 누가 앉는 소리가 났지만, 몰려오는 졸음을 참지 못하고 결국 잠에 들고 말았다.",,,,,,,,
6-1-5-a,,···,,,,,,,,
6-1-5-a,,헉!!,,,,,,,,
6-1-5-a,,얼마나 잔 거지?,,,,,,,,
6-1-5-a,,시계를 보니 30분은 잔 것 같다.,,,,,,,,
6-1-5-a,,"옆자리에서 작게 큭, 하는 소리가 나 돌아보니 은성이가 있다.",,,,,,,,
6-1-5-a,,은성이?,,,,,,,,
6-1-5-a,,"내가 놀란 표정을 짓자, 은성이는 웃음을 참았다.",,,,,,,,
6-1-5-a,,그러다 자기 노트에 뭔가를 적더니 나에게 보여주었다.,,,,,,,,
6-1-5-a,이은성,잘 잤어?,,,,,,,,
6-1-5-a,이은성,오래 자던데.,,,,,,,,
6-1-5-a,,너무 부끄럽다···.,,,,,,,,
6-1-5-a,,나는 노트를 뺏어 글자를 적었다.,,,,,,,,
6-1-5-a,여주,그만 놀려.,,,,,,,,
6-1-5-a,,은성이는 웃다가 입 모양으로 나갈래? 라고 했다.,,,,,,,,
6-1-5-a,,나는 고개를 끄덕였다.,,,,,,,,
6-1-5-a,여주,언제 왔어?,,,,,,,,
6-1-5-a,이은성,너 졸기 시작할 때부터?,,,,,,,,
6-1-5-a,여주,왔으면 말을 하지!,,,,,,,,
6-1-5-a,이은성,잘 자길래.,,,,,,,,
6-1-5-a,이은성,그나저나 무슨 공부해?,,,,,,,,
6-1-5-a,여주,자격증.,,,,,,,,
6-1-5-a,이은성,"오, 멋있다.",,,,,,,,
6-1-5-a,여주,넌 왜 왔어?,,,,,,,,
6-1-5-a,이은성,나도 공부하러.,,,,,,,,
6-1-5-a,여주,무슨 공부?,,,,,,,,
6-1-5-a,이은성,4주 차부터 졸았던 전공.,,,,,,,,
6-1-5-a,여주,종강했는데도?,,,,,,,,
6-1-5-a,이은성,다시 봐야 할 것 같아서.,,,,,,,,
6-1-5-a,이은성,도서관 자주 와?,,,,,,,,
6-1-5-a,이은성,가끔 같이 공부하자.,,,,,,,,
6-1-5-a,,혼자 하기 심심하긴 한데···. 같이 했다가 놀기만 하면 어떡해?,,,,,,,,
6-1-5-a,,이미 접수까지 했는데···,true,"""같이 한다|6-1-5-c1|0|이은성|false;같이 하지 않는다|6-1-5-c2|0|이은성|false|0|esHO""",,,,,,
6-1-5-c1,,그래도 같이 공부할 사람 있으면 좋지 않나?,,,,,,,6-1-5-b,
6-1-5-c1,,은성이도 진지해 보이고···,,,,,,,,
6-1-5-c1,여주,좋아.,,,,,,,,
6-1-5-c1,여주,도서관 오는 날에 연락할게.,,,,,,,,
6-1-5-c1,이은성,그래.,,,,,,,,
6-1-5-c2,여주,너랑 있으면 공부 안 할 것 같은데?,,,,,,,6-1-5-b,
6-1-5-c2,여주,왠지 집중 못 할 것 같아.,,,,,,,,
6-1-5-c2,여주,"나 이미 접수까지 해 놔서, 안 하면 돈 날려.",,,,,,,,
6-1-5-c2,이은성,알았어.,,,,,,,,
6-1-5-c2,이은성,"그럼, 다음에 놀러 갈래?",,,,,,,,
6-1-5-c2,여주,좋아.,,,,,,,,
6-1-5-b,여주,나 이제 다시 공부하러 갈 건데.,,,,,,,6-1-b,
6-1-5-b,여주,넌?,,,,,,,,
6-1-5-b,이은성,난 이제 집 가려고.,,,,,,,,
6-1-5-b,이은성,아까 너 자는 사이에 할당량 끝냈지.,,,,,,,,
6-1-5-b,,"다시 열람실에 들어가 나는 자리에 앉았고,",,,,,,,,
6-1-5-b,,은성이는 짐을 챙기곤 밖으로 나가며,,,,,,,,
6-1-5-b,,입 모양으로 공부 열심히 하라고 해 주었다.,,,,,,,,
6-1-5-b,,나는 손을 흔들어주었다.,,,,,,,,
6-1-5-b,,···,,,,,,,,
6-1-5-b,,이제부턴 진짜 공부해야지.,,,,,,,,
