groupId,speaker,line,hasChoices,choices,conditionType,conditionKey,conditionTargetCharacter,conditionValue,nextOnCompletion,eventName
5-3,,,,,,,,,,
5-3,,"""…어라, 내 집 아닌데?""",,,,,,,,
5-3,,"""눈을 살짝 떴다. 불은 꺼져 있었지만, 실루엣만 봐도 알 수 있었다.""",,,,,,,,
5-3,,여기는… ,,,,,,,,
5-3,,우진 선배 집이다.,,,,,,,,
5-3,,게다가 바로 옆집이었나 보다.,,,,,,,,
5-3,,너무 당황해서 술이 확 깼다. \n 선배가 이렇게 취한 여자를 막 집에 들여오는 사람이었나…?,,,,,,,,
5-3,,"""선배는 나를 리클라이너 소파에 눕히더니, 아무 말 없이 가만히 서 있는 듯했다.""",,,,,,,,
5-3,,… 나 표정 관리 잘하고 있겠지?,,,,,,,,
5-3,,,,,,,,,,
5-3,,몇 초간 정적이 흘렀다. 그리고 선배의 발소리가 멀어진다.,,,,,,,,
5-3,,,,,,,,,,
5-3,,"""엥, 진짜 나간 거야? 아니면 페이크…?""",TRUE,"""눈을 뜬다|05-3-1;가만히 있는다|05-3-2;""",,,,,,
05-3-1,,"""그래, 거짓말하긴 싫다.""",,,,,,,backto5-3,
05-3-1,여주,… 엥.,,,,,,,,
05-3-1,,"""아니, 나 두고 어디 간 거야? 혹시 내가 너무 불편할까 봐 나간 건가?""",,,,,,,,
05-3-1,,갑자기 민망하고 뻘쭘해져서 자세를 고쳐 앉아 우진 선배를 기다렸다.,,,,,,,,
05-3-1,,얼마 지나지 않아 비닐봉지 소리와 함께 문이 열렸다.,,,,,,,,
05-3-1,정우진,정신 차렸어? 깨서 다행이다.,,,,,,,,
05-3-1,,많이 민망했다. ,,,,,,,,
05-3-1,정우진,이거 마셔.,,,,,,,,
05-3-1,여주,감사합니다…,,,,,,,,
05-3-2,,"아니, 진짜 안 나갔을 수도 있잖아…",,,,,,,backto5-3,
05-3-2,,최대한 몸에 힘을 빼고 자는 척을 했다.,,,,,,,,
05-3-2,,얼마 지나지 않아 선배가 다시 들어왔다. ,,,,,,,,
05-3-2,,비닐이 부스럭거리는 소리와 발소리가 들린다. ,,,,,,,,
05-3-2,,진짜 나갔다 온 거구나… 뻘쭘해라.,,,,,,,,
05-3-2,,"이대로 계속 자는 척하기도 뭐하니까, 적당히 방금 깬 척하자.",,,,,,,,
05-3-2,정우진,정신 차렸어? 깨서 다행이다.,,,,,,,,
05-3-2,여주,어…,,,,,,,,
05-3-2,정우진,이거 마셔.,,,,,,,,
05-3-2,여주,감사합니다…,,,,,,,,
backto5-3,정우진,연구실 생각나네…,,,,,,,,
backto5-3,정우진,"""나도 최근에 알았는데, 너랑 나랑 옆집이더라. 말해주는 걸 깜빡했어.""",TRUE,"""아 진짜요?|05-3-3;이걸 까먹어?|05-3-4|2|정우진;""",,,,,,
05-3-3,여주,아 그래? 근데 몇 층인지는 왜 물어봐.,,,,,,,bbackto5-3,
05-3-3,정우진,그냥… 예의?,,,,,,,,
05-3-3,여주,뭔 소리야... 근데 신기하다.,,,,,,,,
05-3-3,정우진,그러게. 신기해.,,,,,,,,
05-3-4,여주,다른 건 기억 잘하면서 이런 건 까먹어? 그리고 층은 왜 물어봐?,,,,,,,bbackto5-3,
05-3-4,정우진,그러게… 층은 뭐… 예의?,,,,,,,,
05-3-4,여주,뭐래…,,,,,,,,
05-3-4,,선배와 얘기하다 보니 자꾸 웃음이 새어나온다.,,,,,,,,
bbackto5-3,,선배가 준 숙취해소제를 천천히 마셨다.,,,,,,,,
bbackto5-3,,정적이 흘렀다. 너무 어색하다. ,,,,,,,,
bbackto5-3,여주,어… 근데 선배 이런 사람이야? 여자 막 집으로 들여오고.,,,,,,,,
bbackto5-3,,할 말 없어서 아무 말이나 해버렸다. ,,,,,,,,
bbackto5-3,,뻘쭘하네…,,,,,,,,
bbackto5-3,정우진,그럼 너 어디 있게 놔둬? 벤치? 위험한 곳보단 실내가 낫지.,,,,,,,,
bbackto5-3,정우진,너 지금 나를 뭐라고 생각하는 거야?,,,,,,,,
bbackto5-3,여주,그렇게 생각할 수도 있지…,,,,,,,,
bbackto5-3,정우진,나를 몰라도 한참 모르네.,TRUE,"""선배 탓을 한다|05-3-5|3|정우진;수긍한다|05-3-6;""",,,,,,
05-3-5,여주,선배가 너무 어려운 거거든? 맨날 바빠 보이고 표정도 안 좋고.,,,,,,,bbbackto5-3,
05-3-5,정우진,표정?,,,,,,,,
05-3-5,여주,아 본심을 말해버렸다…,,,,,,,,
05-3-5,정우진,내 첫인상이 썩 좋진 않지.,,,,,,,,
05-3-5,여주,그래 처음에 너무 쌀쌀맞았어!,,,,,,,,
05-3-5,정우진,"""그럼, 지금은 어떤데?""",,,,,,,,
05-3-5,여주,예?,,,,,,,,
05-3-5,,"""뭐야, 이런 질문을 한다고?""",,,,,,,,
05-3-5,여주,지금은… 그래도 친절하고 똑똑한 조교님.,,,,,,,,
05-3-5,정우진,표정은 안 좋고?,,,,,,,,
05-3-5,여주,아이 진짜… 왜 이렇게 집요해~.,,,,,,,,
05-3-5,,밤이라 그런가… 어두운 집에 단둘이 있어서 그런가…,,,,,,,,
05-3-5,,정말 솔직한 말만 나오게 된다.,,,,,,,,
05-3-6,여주,맞긴 해. 우리 별로 안 친하잖아.,,,,,,,bbbackto5-3,
05-3-6,정우진,그래? 난 좀 친하다고 생각했는데.,,,,,,,,
05-3-6,여주,… 진짜?,,,,,,,,
05-3-6,정우진,나 학교에서 아는 사람이라고는 이현이랑 너밖에 없어.,,,,,,,,
05-3-6,여주,교수님도 있잖아.,,,,,,,,
05-3-6,정우진,… 농담할 기운도 있는 거 보니 술 다 깼나 보네.,,,,,,,,
bbbackto5-3,여주,근데 진짜 함부로 여자 집에 들이면 안 돼. 이상한 소문 나~.,,,,,,,5-4,
bbbackto5-3,정우진,또 그러네. 밖에 있는 게 더 위험하다고 했잖아.,,,,,,,,
bbbackto5-3,정우진,그리고 아무나 안 데려오지.,,,,,,,,
bbbackto5-3,여주,나는 아무나가 아니야?,,,,,,,,
bbbackto5-3,정우진,아니지.,,,,,,,,
bbbackto5-3,여주,그럼 뭔데?,,,,,,,,
bbbackto5-3,정우진,…,,,,,,,,
bbbackto5-3,,…,,,,,,,,
bbbackto5-3,,농담이었는데… 아 진짜 이놈의 주둥아리.,,,,,,,,
bbbackto5-3,정우진,… 그럼 괜찮아질 때 알아서 집 들어가. 나 갈게.,,,,,,,,
bbbackto5-3,,엥?,,,,,,,,
bbbackto5-3,,선배가 문을 닫고 나갔다.,,,,,,,,
bbbackto5-3,,아니 뭐야?,,,,,,,,
bbbackto5-3,,근데 아까 슬쩍 보인 얼굴이 조금 붉어 보였다…,,,,,,,,
bbbackto5-3,,내가 말을 잘못한 건가?,,,,,,,,
bbbackto5-3,,…?,,,,,,,,
bbbackto5-3,,"""선배 집에 나 혼자 남겨졌다. \n너무 갑작스럽게 벌어진 일이라 상황 파악이 잘 안됐다.""",,,,,,,,
bbbackto5-3,,뭐야?,,,,,,,,
bbbackto5-3,,,,,,,,,,
bbbackto5-3,,일단 돌아가자. 남의 집에 혼자 있는 건 민폐지.,,,,,,,,
bbbackto5-3,,소파에서 일어나 그대로 현관을 나왔다. 바로 앞에 내 집 문이 보인다.,,,,,,,,
bbbackto5-3,,이렇게 가까이 살고 있었구나,,,,,,,,
bbbackto5-3,,,,,,,,,,
bbbackto5-3,,하루 종일 돌아다니기도 했고 이런저런 일들이 많아서 그런지 몸이 천근만근 무겁다.,,,,,,,,
bbbackto5-3,,겨우 씻고 침대에 누우니까 잠은 달아나고 오늘 있었던 일들이 쭉 생각났다.,,,,,,,,
bbbackto5-3,,…,,,,,,,,
bbbackto5-3,,일단 자자…,,,,,,,,
5-4,,오늘은 축제 마지막 날! ,,,,,,,,
5-4,,다행히도 공강이라 온전히 축제를 즐길 수 있다!,,,,,,,,
5-4,,역시 축젯날 공강인 게 최고인 것 같다.,,,,,,,,
5-4,,어제는 너무 힘들었지…,,,,,,,,
5-4,,"""강의도 없고, 날씨도 좋아서 오랜만에 여유로운 하루다.""",,,,,,,,
5-4,,"주은이랑 잔디밭에서 푸드트럭에서 산 음식들을 나눠 먹으며 무대를 바라보던 중, MC가 외쳤다.",,,,,,,,
5-4,MC,자~ 이번엔 무대에 끌려 올라올 분을 모셔볼게요!,,,,,,,,
5-4,MC,"""오늘은 외모로 뽑습니다! 내가 여기서 가장 예쁘고, 잘생겼다. 손!""",,,,,,,,
5-4,,다들 키득거리며 주위를 둘러본다. ,,,,,,,,
5-4,,"""튄 옷을 입은 친구들을 장난스럽게 지목하거나, 일부러 시선을 피하며 등을 돌리는 사람들도 보인다.""",,,,,,,,
5-4,MC,회색 후드 티 입은 분!,,,,,,,,
5-4,MC,"""네, 거기 잘생기신 분! 혼자 앉아 계신 분 맞아요!""",,,,,,,,
5-4,,MC의 말에 사람들이 일제히 한쪽으로 쏠린다.,,,,,,,,
5-4,,나도 반사적으로 고개를 돌렸지만 나는 꽤 뒤편에 앉아 있던 터라 잘 보이진 않았다.,,,,,,,,
5-4,강주은,어? 세하 오빠 아니야?,,,,,,,,
5-4,여주,엥?,,,,,,,,
5-4,,세하 오빠라고?,,,,,,,,
5-4,MC,"""네, 회색 후드 티 씨. 자기소개부터 부탁드릴게요.""",,,,,,,,
5-4,강세하,"""아, 네… xx학번, 강세하라고 합니다.""",,,,,,,,
5-4,여주,"""뭐야, 진짜네.""",,,,,,,,
5-4,MC,"""아, 강세하 씨~ 너무 잘생기셔서 앉아 계시는 게 실례예요.""",,,,,,,,
5-4,MC,한 곡만 불러주실 수 있어요?,,,,,,,,
5-4,강세하,"""음, 그럼… 짧게만 할게요. 기대는 말고…""",,,,,,,,
5-4,,뒤에 마이크를 떼고 몇 마디 더 주고받는 걸 보니 선곡하는 것 같다.,,,,,,,,
5-4,,"""노래하는 건 한 번도 들어본 적이 없는데, 궁금하긴 하다.""",,,,,,,,
5-4,,"""기타 반주가 흐르고, 마이크를 쥔 세하 오빠의 목소리가 잔디밭을 타고 퍼져나갔다.""",,,,,,,,
5-4,,"""순간, 나는 눈을 깜빡였다.""",,,,,,,,
5-4,,"""처음 들어보는, 그런데 묘하게 익숙한 음색이었다.""",,,,,,,,
5-4,,"""잔잔하고 담백한데, 자꾸 귀를 잡아끄는 그런 목소리.""",,,,,,,,
5-4,강주은,저렇게 노래를 잘했어? 대박.,,,,,,,,
5-4,,나는 대답하지 못하고 가만히 무대를 바라봤다. ,,,,,,,,
5-4,,"노래는 길지 않았지만, 이상할 정도로 몰입됐다.",,,,,,,,
5-4,,문득 이 순간이 멈췄으면 좋겠다는 생각이 들었다. ,,,,,,,,
5-4,,,,,,,,,,
5-4,,다음 날.,,,,,,,,
5-4,,,,,,,,,,
5-4,,"""자취방에서 늦잠을 자고 일어난 나는, 핸드폰을 켜자마자 알림 폭탄을 맞았다.""",,,,,,,,
5-4,,"""단톡방, 커뮤니티, 각종 SNS까지. """,,,,,,,,
5-4,,어디서든 강세하의 이름을 볼 수 있었다.,,,,,,,,
5-4,,‘이 사람 누구야? 축제 무대 올라온 잘생긴 남자애 ㄷㄷ’,,,,,,,,
5-4,,‘노래 미쳤고… 음색 미쳤고… 얼굴은 말해 뭐 해’,,,,,,,,
5-4,,‘ㄹㅇ 아이돌 같았음. 아니 아이돌 아님?’,,,,,,,,
5-4,,"""그리고 얼마 지나지 않아, 세하 오빠의 연습생 시절이라며 춤을 추는 영상이 커뮤니티에 올라왔다.""",,,,,,,,
5-4,,누가 봐도 기획사 연습실인 곳에서 흰 티셔츠를 입고 음악에 맞춰 춤을 추는 세하 오빠. ,,,,,,,,
5-4,,그건 내가 아는 사람과는 조금 다른 사람이었다.,,,,,,,,
5-4,,,,,,,,,,
5-4,,"나는 핸드폰을 천천히 내려놓고, 창밖을 바라봤다.",,,,,,,,
5-4,,어제 무대 위에서 노래를 부르던 세하 오빠의 표정이 떠올랐다.,,,,,,,,
5-4,,"""어쩌면, 나는 조금 더 알고 싶어진 걸지도 모른다.""",,,,,,,,
5-4,,강세하라는 사람을.,,,,,,,,
