groupId,speaker,line,hasChoices,choices,conditionType,conditionKey,conditionTargetCharacter,conditionValue,nextOnCompletion,eventName
WJEy,여주,"""나는 라떼요, 아이스로…""",,,,,,,,
,,,,,,,,,,
WJ_endo,,괜히 티격태격하면서 음료를 시키고 자리에 앉아 이야기를 또 주야장천 했다.,,,,,,,,
WJ_endo,,"선배랑 같이 있으니까, 시간이 확실히 짧게 느껴졌다.",,,,,,,,
WJ_endo,,어쩔 수 없이 집도 같이 갔다. 우리 옆집 사니까… 어쩔 수 없는 거지 이건.,,,,,,,,
WJ_endo,,,,,,,,,,
WJ_endo,정우진,[여주야].,,,,,,,,
WJ_endo,,집에 거의 도착했을 때 선배가 나를 불렀다.,,,,,,,,
WJ_endo,,근데 이렇게 이름 부르는 거 계속 하나? 이러면 여자들 보통 오해하는데…,,,,,,,,
WJ_endo,,"""뭐, 우진 선배는 나를…""",,,,,,,,
WJ_endo,정우진,오늘 어땠어?,,,,,,,,
WJ_endo,여주,"""뭐, 재밌었지.""",,,,,,,,
WJ_endo,,우진 선배가 진지한 얼굴로 날 바라본다.,,,,,,,,
WJ_endo,,"""농담하는 표정도 아니고, 확신에 찬 눈빛으로.""",,,,,,,,
WJ_endo,정우진,나는 이런 거 계속하고 싶어.,,,,,,,,
WJ_endo,정우진,같이.,,,,,,,,
WJ_endo,정우진,너 있으면… 다 재미있을 것 같아.,,,,,,,,
WJ_endo,,우와…,,,,,,,,
WJ_endo,,숨이 턱 막힌다.,,,,,,,,
WJ_endo,,이 선배 100% 진심이다.,,,,,,,,
WJ_endo,,웃음이 실실 새어 나온다.,,,,,,,,
WJ_endo,,한참을 말없이 웃기만 했다. 좀 미안할지도…,,,,,,,,
WJ_endo,정우진,대답이 없네…,,,,,,,,
WJ_endo,여주,"""아, 미안해. 선배는 왜 이렇게 고… 백을 자연스럽게 해?""",,,,,,,,
WJ_endo,정우진,나 고백 한 번도 안 해봤는데. 연애도.,,,,,,,,
WJ_endo,,어?,,,,,,,,
WJ_endo,여주,거짓말 같은데…,,,,,,,,
WJ_endo,정우진,내가 거짓말할 사람으로 보이냐.,,,,,,,,
WJ_endo,,"""지금 느끼는 거지만, 확실히 선배 표정이 풍부해진 것 같다.""",,,,,,,,
WJ_endo,,그만큼 나를 가까운 사람으로 여긴다는 거겠지?,,,,,,,,
WJ_endo,여주,"""아, 거짓말을 못 해서 도망갔던 거구나.""",,,,,,,,
WJ_endo,,(둘 다 웃는다.),,,,,,,,
WJ_endo,여주,그래… 잘 부탁해.,,,,,,,,
WJ_endo,정우진,나도.,,,,,,,,smile
WJ_endo,여주,잘 가.,,,,,,,,
WJ_endo,,선배랑 같이하는 내일이 기대된다.,,,,,,,,
WJ_endo,정우진,잘 가.,,,,,,,,
WJ_endo,,"앞으로 계속,",,,,,,,,
WJ_endo,여주,내일 봐.,,,,,,,,
WJ_endo,,재밌는 하루하루가 계속되기를.,,,,,,,,
WJ_endo,정우진,내일 봐.,,,,,,,,
,,,,,,,,,,
SH_end,,며칠 전 세하 오빠한테 문자가 왔다.,,,,,,,,
SH_end,강세하,혹시 다음 주 화요일에 뭐 해?,,,,,,,,
SH_end,강세하,놀이공원 갈래?,,,,,,,,
SH_end,여주,놀이공원?,,,,,,,,
SH_end,여주,갑자기?,,,,,,,,
SH_end,강세하,그냥 한 번도 안 가봐서…,,,,,,,,
SH_end,강세하,다음 주 중에 교복 입고 가면 할인해 준다길래.,,,,,,,,
SH_end,,그렇게 같이 놀이공원에 가게 됐다.,,,,,,,,
SH_end,,심지어 교복을 입고.,,,,,,,,
SH_end,여주,…진짜 입고 왔네?,,,,,,,,
SH_end,강세하,"그러는 너도. 교복 입는 건 민망하다더니, 잘 어울리네.",,,,,,,,
SH_end,,나 지금 괜찮나? 치마가 좀 짧은가? 괜히 신경 쓰이네.,,,,,,,,
SH_end,,2년 전에 입었던 교복이라 안 맞을 줄 알았는데 다행히 잘 맞았다.,,,,,,,,
SH_end,,"입장권을 사고, 제일 먼저 눈에 들어온 롤러코스터 쪽으로 향했다.",,,,,,,,
SH_end,강세하,츄러스 좋아해?,,,,,,,,
SH_end,,사람은 많았지만 이상하게 기다리는 시간이 전혀 지루하지 않았다.,,,,,,,,
SH_end,,줄을 기다리며 츄러스를 비롯한 각종 간식들을 먹다 보니 밥은 굳이 먹지 않아도 될 것 같았다.,,,,,,,,
SH_end,강세하,무서운 건 잘 타?,,,,,,,,
SH_end,여주,…안 무서운데?,,,,,,,,
SH_end,,사실 좀 무섭다. 놀이기구를 잘 타는 편은 아닌지라.,,,,,,,,
SH_end,,근데 무섭다고 말하기엔 살짝 자존심 상해서 거짓말 좀 했다.,,,,,,,,
SH_end,여주,우리 여기서 사진 찍자!,,,,,,,,
SH_end,,놀이공원에 왔으면 회전목마 앞에서 사진은 당연히 찍어야지.,,,,,,,,
SH_end,,"""서로의 사진을 찍어주고, 투 샷을 찍기 위해 지나가는 커플에게 사진을 부탁했다.""",,,,,,,,
SH_end,???,두 분 되게 잘 어울려요~,,,,,,,,
SH_end,,여자분이 하신 말에 살짝 민망해졌다.,,,,,,,,
SH_end,,아까 꽃 앞에서 사진 찍어주신 아주머니도 고등학생 커플이 풋풋해서 보기 좋다고 하셨는데.,,,,,,,,
SH_end,,세하 오빠랑 나는 서로를 쳐다보며 멋쩍게 웃었다.,,,,,,,,
SH_end,강세하,…싫어?,,,,,,,,
SH_end,여주,뭐가?,,,,,,,,
SH_end,강세하,커플 취급 받는 거. 싫냐고.,,,,,,,,
SH_end,,잠시 말이 막혔다.,,,,,,,,
SH_end,,"바로 아니라고 하면 너무 기대하게 될까 봐, 그렇다고 싫다고 하면 거짓말이니까.",,,,,,,,
SH_end,여주,"""…그냥, 조금 민망하다고나 할까.""",,,,,,,,
SH_end,강세하,"민망한 거면 괜찮은데, 싫은 거면 말해줘.",,,,,,,,
SH_end,강세하,"나 혼자 착각하는 거면 진짜… 그건 좀, 창피하니까.",,,,,,,,
SH_end,,세하 오빠의 목소리가 평소보다 낮았다.,,,,,,,,
SH_end,,"""그 특유의 장난기 어린 눈빛도, 지금은 진지하게 바뀌어 있었다.""",,,,,,,,
SH_end,여주,착각 아니야.,,,,,,,,
SH_end,강세하,…뭐?,,,,,,,,
SH_end,여주,나도… 혼자 착각하고 있었거든.,,,,,,,,
SH_end,여주,"""오빠가 그냥, 원래부터 다정한 사람인 줄 알고.""",,,,,,,,
SH_end,여주,나만 괜히 이런 마음인 줄 알았는데.,,,,,,,,
SH_end,여주,"""근데, 나 오빠 좋아해.""",,,,,,,,
SH_end,,내가 먼저 말해버렸다.,,,,,,,,
SH_end,,고백할 생각은 없었는데.,,,,,,,,
SH_end,강세하,너답네.,,,,,,,,
SH_end,여주,뭐가…,,,,,,,,
SH_end,강세하,"""내가 먼저 말하려고 했는데, 또 네가 먼저 해버리네.""",,,,,,,,
SH_end,강세하,진짜 너다운 고백이라서 웃음 나온다.,,,,,,,,
SH_end,,"그러고는 조용히, 아주 조심스럽게 내 손을 잡는다.",,,,,,,,
SH_end,,세하 오빠의 손은 놀랄 만큼 따뜻했다.,,,,,,,,
SH_end,강세하,나도 좋아해.,,,,,,,,
SH_end,강세하,꽤 오래전부터.,,,,,,,,
SH_end,,"""내 손을 꼭 쥐고 하는 그 말이, 거짓 같지 않아서 더 심장이 뛰었다.""",,,,,,,,
SH_end,,"""주변은 여전히 시끌시끌한 놀이공원 한복판인데, 지금 내 눈에는 강세하 하나밖에 안 보였다.""",,,,,,,,
SH_end,여주,"""…근데 그, 오빠 연습생은…?""",,,,,,,,
SH_end,강세하,곧 관둘 거야. …이 정도 했으면 오래 했지. 후회 없어.,,,,,,,,
SH_end,강세하,"""그리고… 연습생 하면 연애는, 못하니까.""",,,,,,,,
SH_end,여주,"""…그럼, 이제는 할 수 있네.""",,,,,,,,
SH_end,강세하,응.,,,,,,,,
SH_end,강세하,"""지금부터는, 너만 할 거야.""",,,,,,,,
SH_end,,그 말에 나도 웃음이 나왔다.,,,,,,,,
SH_end,,"""뒤로는 회전목마가 느릿하게 돌아가고, 잔잔한 음악이 흐르는 이 놀이공원 속에서.""",,,,,,,,
SH_end,,우리의 계절은 그렇게 시작됐다.,,,,,,,,
,,,,,,,,,,
LK_end,,루카한테 연락이 왔다.,,,FlagTrue,lk7Done,,,,
LK_end,루카,하고 싶은 말이 있어요,,,FlagTrue,lk7Done,,,,
LK_end,여주,뭔데?,,,FlagTrue,lk7Done,,,,
LK_end,루카,지금 바빠요?,,,FlagTrue,lk7Done,,,,
LK_end,여주,안 바빠,,,FlagTrue,lk7Done,,,,
LK_end,루카,그럼 10분 뒤에 집 앞으로 내려와요.,,,FlagTrue,lk7Done,,,,
LK_end,여주,뭔데?,,,FlagTrue,lk7Done,,,,
LK_end,,답이 없었다.,,,FlagTrue,lk7Done,,,,
LK_end,,뭐지?,,,FlagTrue,lk7Done,,,,
LK_end,,대충 시간을 확인하고 집 앞으로 향했다.,,,FlagTrue,lk7Done,,,,
LK_end,,차 타고 오려나.,,,FlagTrue,lk7Done,,,,
LK_end,,입구 계단에 서서 기다리자 곧 낯익은 차 한 대가 멈춰 섰다.,,,FlagTrue,lk7Done,,,,
LK_end,,기사님이 아니라 직접 운전해서 왔네.,,,FlagTrue,lk7Done,,,,
LK_end,,곧 루카가 내렸다.,,,FlagTrue,lk7Done,,,,
LK_end,,손에 든 무언가를 등 뒤로 숨기며 내 앞까지 걸어왔다.,,,FlagTrue,lk7Done,,,,
LK_end,,"내가 서 있던 계단보다 두 칸 아래에 멈춰 선 채로, 나를 살짝 올려다봤다.",,,FlagTrue,lk7Done,,,,
LK_end,루카,"""기다리셨나요, 죄송해요. 길이 조금 막혀서.""",,,FlagTrue,lk7Done,,,,
LK_end,여주,"""아니야, 방금 나왔어.""",,,FlagTrue,lk7Done,,,,
LK_end,,잠시 머뭇거리던 루카가 등 뒤에 숨기고 있던 걸 건네주었다.,,,FlagTrue,lk7Done,,,,
LK_end,,꽃다발?,,,FlagTrue,lk7Done,,,,
LK_end,루카,지나가다가 생각났어요.,,,FlagTrue,lk7Done,,,,
LK_end,여주,"""고마워, 예쁘다.""",,,FlagTrue,lk7Done,,,,
LK_end,,웃으며 꽃다발을 받아들었다. 제법 귀여운 짓도 하네.,,,FlagTrue,lk7Done,,,,
LK_end,여주,"""그래서, 할 말은?""",,,FlagTrue,lk7Done,,,,
LK_end,루카,…웃지 마세요.,,,FlagTrue,lk7Done,,,,
LK_end,여주,"""응, 미안.""",,,FlagTrue,lk7Done,,,,
LK_end,,루카가 황당하다는 듯 실소를 터뜨렸다.,,,FlagTrue,lk7Done,,,,
LK_end,루카,진짜 이상한 사람인 거 알아요?,,,FlagTrue,lk7Done,,,,
LK_end,여주,내가? 아니면 네가?,,,FlagTrue,lk7Done,,,,
LK_end,루카,당연히 누나죠… 살면서 누나 같은 사람 처음 봤어요.,,,FlagTrue,lk7Done,,,,
LK_end,루카,제멋대로에 덜렁거리고 뻔뻔하고 사람 화나게 하고.,,,FlagTrue,lk7Done,,,,
LK_end,여주,응?,,,FlagTrue,lk7Done,,,,
LK_end,루카,"""근데, 그래서… 계속 생각나요. 궁금하고, 더 알고 싶고.""",,,FlagTrue,lk7Done,,,,
LK_end,여주,그리고?,,,FlagTrue,lk7Done,,,,
LK_end,루카,진짜 싫어요…,,,FlagTrue,lk7Done,,,,
LK_end,여주,솔직하지 못하네. 할 말 그거 아니지 않아?,,,FlagTrue,lk7Done,,,,
LK_end,,히죽거리며 웃고 싶은 마음을 참으며 다시 물었다.,,,FlagTrue,lk7Done,,,,
LK_end,,루카가 조금 토라진 듯 시선을 피했다.,,,FlagTrue,lk7Done,,,,
LK_end,루카,다 알고 물어보는 거죠.,,,FlagTrue,lk7Done,,,,
LK_end,여주,아니? 전혀 모르겠는데?,,,FlagTrue,lk7Done,,,,
LK_end,루카,은근히 성격 안 좋은 거 알아요?,,,FlagTrue,lk7Done,,,,
LK_end,여주,너만 하겠니.,,,FlagTrue,lk7Done,,,,
LK_end,,"""눈이 마주쳤고, 웃음이 나왔다.""",,,FlagTrue,lk7Done,,,,
LK_end,,마주 본 루카의 얼굴에도 어쩔 수 없다는 듯 미소가 띄워져 있었다.,,,FlagTrue,lk7Done,,,,
LK_end,루카,…좋아해요.,,,FlagTrue,lk7Done,,,,
LK_end,,여태껏 들어본 적 없는 부드러운 목소리였다.,,,FlagTrue,lk7Done,,,,
LK_end,루카,진심으로… 솔직하게 하는 말이에요.,,,FlagTrue,lk7Done,,,,
LK_end,,남는 손을 뻗어 머리를 쓰다듬어 줬다.,,,FlagTrue,lk7Done,,,,
LK_end,루카,[여주] 누나.,,,FlagTrue,lk7Done,,,,
LK_end,여주,응.,,,FlagTrue,lk7Done,,,,
LK_end,루카,누나는 저한테 할 말 없어요?,,,FlagTrue,lk7Done,,,,
LK_end,,이런 질문마저도 이 정도 거리를 두고 하는 게 루카답다고 해야 하나…,,,FlagTrue,lk7Done,,,,
LK_end,,계단을 한 칸 아래로 내려갔다.,,,FlagTrue,lk7Done,,,,
LK_end,,얼추 비슷해진 눈높이에서 웃으며 팔을 뻗어 루카를 품 안으로 끌어안았다.,,,FlagTrue,lk7Done,,,,
LK_end,여주,나도 좋아해.,,,FlagTrue,lk7Done,,,,
LK_end,,뻣뻣하게 굳어있던 루카의 몸이 조금 풀어지는 게 느껴졌다.,,,FlagTrue,lk7Done,,,,
LK_end,여주,미안한데 무거우니까 기대지는 말고.,,,FlagTrue,lk7Done,,,,
LK_end,루카,누나는 진짜…,,,FlagTrue,lk7Done,,,,
LK_end,,"웃고 있는 듯, 안고 있는 몸에서 떨림이 전해졌다.",,,FlagTrue,lk7Done,,,,
LK_end,여주,그나저나 늦었는데 집에 안 가도 돼?,,,FlagTrue,lk7Done,,,,
LK_end,루카,가야죠.,,,FlagTrue,lk7Done,,,,
LK_end,여주,너무 늦게 다니지 말고.,,,FlagTrue,lk7Done,,,,
LK_end,루카,제가 애도 아니고.,,,FlagTrue,lk7Done,,,,
LK_end,여주,나보단 어리잖아?,,,FlagTrue,lk7Done,,,,
LK_end,루카,…갈게요.,,,FlagTrue,lk7Done,,,,
LK_end,,돌아서려는 루카를 붙잡았다.,,,FlagTrue,lk7Done,,,,
LK_end,여주,내일 뭐 해?,,,FlagTrue,lk7Done,,,,
LK_end,루카,일정 없어요.,,,FlagTrue,lk7Done,,,,
LK_end,여주,"그럼, 점심 먹으러 가자. 내가 살게.",,,FlagTrue,lk7Done,,,,
LK_end,,루카가 잠시 고민하는 듯하더니 눈을 마주쳤다.,,,FlagTrue,lk7Done,,,,
LK_end,루카,"""아뇨, 내일은 제가 대접하죠.""",,,FlagTrue,lk7Done,,,,
LK_end,여주,네가?,,,FlagTrue,lk7Done,,,,
LK_end,루카,네. 기대하셔도 좋아요.,,,FlagTrue,lk7Done,,,,
LK_end,여주,"""응, 알았어! 그럼 조심히 들어가고. 내일 봐?""",,,FlagTrue,lk7Done,,,,
LK_end,,눈앞의 루카가 부드러운 미소를 입가에 띄웠다.,,,FlagTrue,lk7Done,,,,
LK_end,루카,"""네, 내일 봬요.""",,,FlagTrue,lk7Done,,,,
LK_end,,떠나는 걸 배웅해 주고 집으로 돌아왔다.,,,FlagTrue,lk7Done,,,,
LK_end,,"""조금 아쉽긴 하지만, 앞으로의 시간은 무궁무진하니까.""",,,FlagTrue,lk7Done,,,,
LK_end,,"""그리고 내일이면,""",,,FlagTrue,lk7Done,,,,
LK_end,,오늘과는 다른 이름으로 만나게 될 테니까.,,,FlagTrue,lk7Done,,,,
,,,,,,,,,,
YH_end,,이현 선배에게 문자가 왔다.,,,,,,,,
YH_end,문이현,[여주야] 오늘 저녁에 뭐 해?,,,,,,,,
YH_end,여주,별다른 일정은 없어요.,,,,,,,,
YH_end,문이현,혹시 나랑 불꽃놀이 보러 갈래?,,,,,,,,
YH_end,여주,"""네, 좋아요.""",,,,,,,,
YH_end,,불꽃놀이라니. 평소보다 왠지 더 긴장된다.,,,,,,,,
YH_end,,"""문자인데도 선배의 긴장이 느껴지는 듯하다.""",,,,,,,,
YH_end,,왠지 설레는 기분이네.,,,,,,,,
YH_end,,선배와 저녁에 만나 불꽃놀이 장소로 걷기 시작했다.,,,,,,,,
YH_end,,,,,,,,,,Fadeout
YH_end,문이현,오늘 하루 어땠어?,,,,,,,,
YH_end,여주,좋았어요… 선배는요?,,,,,,,,
YH_end,문이현,난 보고 싶은 사람을 만나서 좋네.,,,,,,,,
YH_end,여주,보고 싶은 사람이요?,,,,,,,,
YH_end,문이현,"""응. 자꾸 보고 싶어지고, 끝나는 대화 한 마디가 아쉬워지는 사람이 생겼어.""",,,,,,,,
YH_end,,말하는 선배의 얼굴은 새빨개져 있었다.,,,,,,,,
YH_end,,"""떨리는 목소리임에도 불구하고, 시선은 날 빤히 쳐다보고 있었다.""",,,,,,,,
YH_end,,선배의 열기에 괜히 나도 쑥스러워지는 듯한 느낌…,,,,,,,,
YH_end,여주,"""아, 불꽃놀이 벌써 시작했나 봐요.""",,,,,,,,
YH_end,문이현,그러게. 이쪽에서도 보이네.,,,,,,,,
YH_end,여주,사람도 없는데 그냥 이쪽에서 볼까요?,,,,,,,,
YH_end,문이현,그러자.,,,,,,,,
YH_end,,선배는 긴장한 듯 안절부절못하며 불꽃과 나를 번갈아 보았다.,,,,,,,,
YH_end,여주,불꽃 예쁘다.,,,,,,,,
YH_end,문이현,네가 더 예뻐.,,,,,,,,
YH_end,여주,네?,,,,,,,,
YH_end,,얼굴을 쳐다보니 이현 선배의 얼굴은 터질 것 같았다.,,,,,,,,
YH_end,,아무래도 큰 용기였나 보다.,,,,,,,,
YH_end,,근데 나도 중증이지… 너무 귀여워 보인다.,,,,,,,,
YH_end,문이현,네가 더 예쁘다고. 내 눈에는 그래.,,,,,,,,
YH_end,여주,무슨 의미예요?,,,,,,,,
YH_end,문이현,보고 싶은 사람이 생겼다고 했잖아. 그거 너야.,,,,,,,,
YH_end,문이현,"""내가 별도 달도 따줄 수는 없겠지만… 행복하게 해줄 수는 있어. 나랑 만나볼래?""",,,,,,,,
YH_end,여주,좋아요.,,,,,,,,
YH_end,,담담하지만 진솔한 고백이 참 이현 선배답다고 생각했다.,,,,,,,,
YH_end,,"""아니, 이제부터는 이현 오빠라고 해야겠지…""",,,,,,,,
YH_end,,오빠는 내 손을 살며시 잡았다.,,,,,,,,
YH_end,,환하게 터지는 불꽃과 환하게 웃는 오빠의 미소가 잘 어울렸다.,,,,,,,,
YH_end,,평생 잊지 못할 날이 될 것 같다.,,,,,,,,
,,,,,,,,,,
ES_end,,은성이한테 왔네.,,,,,,,,
ES_end,,뭘 보낸 거지?,,,,,,,,
ES_end,이은성,[여주야] 뭐 해?,,,,,,,,
ES_end,여주,아무것도 안 해.,,,,,,,,
ES_end,이은성,"그럼, 잠깐 나올래?",,,,,,,,
ES_end,,지금 막 집에 도착해 가방을 풀던 참이었는데.,,,,,,,,
ES_end,,창밖을 보니 완전히 어두워지지 않아 하늘이 붉다.,,,,,,,,
ES_end,여주,지금?,,,,,,,,
ES_end,이은성,"""응, 지금. 잠깐이면 돼. 진짜 잠깐.""",,,,,,,,
ES_end,,뭘 말하려는 거지?,,,,,,,,
ES_end,,잘 모르겠지만…,,,,,,,,
ES_end,,심장이 조금 빨리 뛰는 것 같다.,,,,,,,,
ES_end,,문을 열고 내려가니 저 멀리 은성이 보인다.,,,,,,,,
ES_end,이은성,[여주야] 안녕.,,,,,,,,
ES_end,여주,안녕.,,,,,,,,
ES_end,여주,그래서 왜 부른 거야?,,,,,,,,
ES_end,이은성,그냥…,,,,,,,,
ES_end,,얘가 왜 이러지…,,,,,,,,
ES_end,,평소랑 좀 다른 것 같네.,,,,,,,,
ES_end,,말끝도 자꾸 흐리고…,,,,,,,,
ES_end,이은성,"""이제 방학도 다 끝나가고, 그래서.""",,,,,,,,
ES_end,여주,"""응, 그래서?""",,,,,,,,
ES_end,이은성,넌… 나 어떻게 생각해?,,,,,,,,
ES_end,,이게 무슨 질문이지?,,,,,,,,
ES_end,여주,응?,,,,,,,,
ES_end,이은성,너한테 난 어떤 사람이냐고.,,,,,,,,
ES_end,,흠… 이번 학기 동안 은성이는…,TRUE,"""친구다|Friend;친구이상이다|FriendUp;베스트프렌드다|BFF;메가베스트프렌드다|MegaBFF;""",,,,,,
,,,,,,,,,,
Friend,,"""그래도 나름 같이 여행도 갔고, 같이 공부도 했는데.""",,,,,,,ES_endo,
Friend,,이 정도면 친구지!,,,,,,,,
Friend,여주,음… 친구?,,,,,,,,
,,,,,,,,,,
FriendUp,,친구… 친구 사이인가.,,,,,,,ES_endo,
FriendUp,,친구 미만은 아니긴 하지.,,,,,,,,
FriendUp,,친구 이상? 약간 사심을 담아서?,,,,,,,,
FriendUp,여주,친구 이상?,,,,,,,,
,,,,,,,,,,
BFF,,베스트 프렌드?,,,,,,,ES_endo,
BFF,,"""아냐, 이 자리는 주은이 자리인데…""",,,,,,,,
BFF,,그래도 이 정도면 많이 친한 편 아닌가?,,,,,,,,
BFF,여주,베스트 프렌드!,,,,,,,,
BFF,,은성이 황당하다는 표정을 짓다가 웃었다.,,,,,,,,
BFF,이은성,[여주이] 넌 역시 재미있어.,,,,,,,,
,,,,,,,,,,
MegaBFF,,메가 베스트 프렌드??,,,,,,,ES_endo,
MegaBFF,,"""아냐, 이 자리는 주은이 자리인데…""",,,,,,,,
MegaBFF,,그래도 이 정도면 많이 친한 편 아닌가?,,,,,,,,
MegaBFF,여주,메가 베스트 프렌드!,,,,,,,,
MegaBFF,,은성이 황당하다는 표정을 짓다가 웃었다.,,,,,,,,
MegaBFF,이은성,[여주이] 넌 역시 재미있어.,,,,,,,,
,,,,,,,,,,
ES_endo,여주,그래서 이런 건 왜 물어봐?,,,,,,,,
ES_endo,여주,고백이라도 하게?,,,,,,,,
ES_endo,이은성,응.,,,,,,,,
ES_endo,여주,"""응? 아니, 진짜?""",,,,,,,,
ES_endo,,혹시 장난치는 걸까 싶어서 얼굴을 쳐다봤지만…,,,,,,,,
ES_endo,,은성이는 사뭇 진지한 표정이었다.,,,,,,,,
ES_endo,이은성,"""사실 처음엔 그냥 친해지고 싶었던 건데,""",,,,,,,,
ES_endo,이은성,어느 순간부터 그 이상에 욕심이 생기더라고.,,,,,,,,
ES_endo,이은성,물론 부담스러우면 거절해도 돼.,,,,,,,,
ES_endo,이은성,나는 이대로 친구여도 좋아.,,,,,,,,
ES_endo,,무슨 대답을 해야 하지…,,,,,,,,
ES_endo,여주,"""그래, 친구 이상 하자.""",,,,,,,,
ES_endo,여주,"""베스트 프렌드, 메가 베스트 프렌드, 그런 거 말고.""",,,,,,,,
ES_endo,,은성이는 내 말을 듣고 웃었다.,,,,,,,,
ES_endo,,나 진지한데…,,,,,,,,
ES_endo,여주,"""야, 웃으라고 한 얘기 아니거든?""",,,,,,,,
ES_endo,이은성,미안.,,,,,,,,
ES_endo,이은성,근데 진심이야?,,,,,,,,
ES_endo,여주,응.,,,,,,,,
ES_endo,여주,그럼... 이제 뭘 해야 하지?,,,,,,,,
ES_endo,이은성,글쎄…,,,,,,,,
ES_endo,이은성,서로 좀 더 알아가기?,,,,,,,,
ES_endo,여주,그게 뭐야.,,,,,,,,
ES_endo,,왠지 간질간질하다.,,,,,,,,
