groupId,speaker,line,hasChoices,choices,conditionType,conditionKey,conditionTargetCharacter,conditionValue,nextOnCompletion,eventName
SmallDog1,,하얀 털 뭉치들 사이에 이현 선배라니…,,,,,,,,
SmallDog1,,왠지 모르게 귀여운 느낌이네.,,,,,,,,
SmallDog1,,선배는 선풍기도 없이 열심히 쓸고 닦고 있었다.,,,,,,,,
SmallDog1,여주,안 더우세요? 선풍기라도 틀고 계시지.,,,,,,,,
SmallDog1,문이현,앗… 선풍기 있는 걸 몰랐어.,,,,,,,,
SmallDog1,여주,"이현 선배, 바보~",,,,,,,,
SmallDog1,문이현,헉… 바보 아니야.,,,,,,,,
SmallDog1,,선배는 내 말에 민망한 듯 웃으며 서둘러 선풍기를 켰다.,,,,,,,,
SmallDog1,,나는 서둘러 청소 도구를 챙겨 선배와 함께 청소를 시작했다.,,,,,,,,
SmallDog1,,작고 귀여운 강아지들이 나와 이현 선배 주위에 옹기종기 모여들었다.,,,,,,,,
SmallDog1,여주,얘네 정말 귀엽지 않아요?,,,,,,,,
SmallDog1,문이현,그러게. 강아지 좋아해?,TRUE,"""좋아한다|SmallDog_Dog|5|문이현|False;고양이를 더 좋아한다|SmallDog_Cat|-5|문이현|False;""",,,,,,
SmallDog_Dog,여주,"네, 강아지 무척 좋아해요.",,,,,,,SmallDog2,
SmallDog_Dog,문이현,정말? 나도인데.,,,,,,,,
SmallDog_Dog,여주,"선배, 강아지 좋아하세요? 의외다.",,,,,,,,
SmallDog_Dog,문이현,어릴 때 키웠었거든. 그래서 좋아해.,,,,,,,,
SmallDog_Cat,여주,"아뇨, 전 고양이를 더 좋아해요.",,,,,,,SmallDog2,
SmallDog_Cat,문이현,고양이도 귀엽지~,,,,,,,,
SmallDog_Cat,여주,선배는요?,,,,,,,,
SmallDog_Cat,문이현,나는 강아지를 더 좋아하는 것 같아.,,,,,,,,
SmallDog_Cat,여주,"앗, 정말요?",,,,,,,,
SmallDog_Cat,문이현,"응, 어릴 때 키웠었거든.",,,,,,,,
SmallDog2,,선배는 씨익 웃으며 강아지들을 쓰다듬었다.,,,,,,,,
SmallDog2,,어쩐지 강아지를 쓰다듬는 손길이 예사롭지 않더라.,,,,,,,,
SmallDog2,,강아지들은 선배의 손길이 좋았는지 벌러덩 드러누웠다.,,,,,,,,
SmallDog2,,강아지를 만지는 선배의 표정이 행복해 보여서 보기 좋았다.,,,,,,,,
SmallDog2,,이현 선배와 나는 스몰 토크를 하며 봉사를 이어 나갔다.,,,,,,,,
SmallDog2,,선배와 함께해서인지 봉사 내내 더 두근두근했던 것 같기도 하다.,,,,,,,,
Cat,,고양이! 참 귀엽다!,,,,,,,,
Cat,,고양이 중에서도 성묘와 새끼 고양이를 선택할 수 있다는데 어디로 갈까?,TRUE,"""성묘|BigCat|2|정우진|False;새끼 고양이|SmallCat|7|강세하|False""",,,,,,
BigCat,,이미 성묘가 된 유기묘들은 새끼들과 분리된 공간에 따로 관리되고 있었다.,,,,,,,,
BigCat,,그쪽 구역으로 향하니 우진 선배가 조용히 묘사를 정리하고 있는 모습이 보였다.,,,,,,,,
BigCat,,문틈으로 그 모습을 잠시 바라보다가,,,,,,,,
BigCat,,걸레를 챙겨 들어가며 말을 걸었다.,,,,,,,,
BigCat,여주,선배는 바쁜데 봉사도 해?,,,,,,,,
BigCat,정우진,과 사람들 가는 김에 가는 거지.,,,,,,,,
BigCat,여주,그냥 고양이 좋아하는 거 아니야?,,,,,,,,
BigCat,정우진,고양이도 좋지.,,,,,,,,
BigCat,,짧은 대화를 주고받으며 나도 선배 옆에 쪼그려 앉았다.,,,,,,,,
BigCat,,낡은 묘사 안을 쓸고 닦는 데 집중하니 시간은 금방 흘러갔다.,,,,,,,,
BigCat,,그러다 우진 선배가 갑자기 한 마리 고양이를 조심스럽게 안아 올렸다.,,,,,,,,
BigCat,정우진,아 얘 발톱이 너무 날카롭네.,,,,,,,,
BigCat,,익숙한 손놀림으로 고양이의 발을 들여다본다.,,,,,,,,
BigCat,,그 자세가 꽤 능숙해 보였다.,,,,,,,,
BigCat,여주,근데 얘 되게 얌전하다. 보통 고양이들은 안으면 도망가지 않나?,,,,,,,,
BigCat,정우진,"그러네. [여주야], 저기서 발톱깎이 좀 가져와 줘.",,,,,,,,
BigCat,여주,엉 알았어.,,,,,,,,
BigCat,,나는 작은 금속 발톱깎이를 찾아 건넸다.,,,,,,,,
BigCat,정우진,안아볼래? 내가 깎을게.,,,,,,,,
BigCat,,우진이 살짝 몸을 돌려 고양이를 내 품으로 넘겨줬다.,,,,,,,,
BigCat,,따뜻하고 부드러운 체온이 팔 안에 들어왔다.,,,,,,,,
BigCat,,숨소리가 조용하게 가슴께에 닿는 기분.,,,,,,,,
BigCat,,고양이는 나를 경계하지 않고 얌전히 기대었다.,,,,,,,,
BigCat,,우진은 내 손 위로 살짝 손을 얹으며 고양이의 앞발을 받쳐 들었다.,,,,,,,,
BigCat,정우진,"자, 손 한번 보자...",,,,,,,,
BigCat,,선배의 손이 자연스럽게 내 손 가까이 닿았다.,,,,,,,,
BigCat,,그 순간 고양이의 조그마한 발보다,,,,,,,,
BigCat,,그걸 감싸 쥔 선배의 손가락과 살짝 걸쳐진 온기에 더 집중하게 됐다.,,,,,,,,
BigCat,,나는 무심코 우진의 옆얼굴을 바라봤다.,,,,,,,,
BigCat,,속눈썹이 길었다.,,,,,,,,
BigCat,,낮은 목소리로 중얼거리며 고양이 발톱을 깎는 그 모습이,,,,,,,,
BigCat,,뜻밖에 너무 부드럽고 조심스러워서,,,,,,,,
BigCat,,"조금, 아니 꽤 놀랐다.",,,,,,,,
BigCat,,괜히 한 번 더 말을 꺼냈다.,,,,,,,,
BigCat,여주,선배 의외로 섬세하네.,,,,,,,,
BigCat,,우진은 미소만 지었다.,,,,,,,,
BigCat,,말 없이 웃기만 했는데 그게 좀… 심장에 오래 남았다.,,,,,,,,
SmallCat,,고양이랑 강아지 둘 다 좋아하긴 하지만 오늘따라 고양이가 더 끌려서 유기묘 건물로 향했다.,,,,,,,,
SmallCat,,그중에서도 아기 고양이.,,,,,,,,
SmallCat,강세하,어. 너도 고양이 쪽으로 왔네.,,,,,,,,
SmallCat,여주,오빠도 봉사 신청했어?,,,,,,,,
SmallCat,강세하,응. 전부터 한번 와보고 싶었거든.,,,,,,,,
SmallCat,,알고 보니 평소에 고양이를 꽤 좋아한단다.,,,,,,,,
SmallCat,,"둘이서 봉사자용 앞치마를 두르고 안내받은 공간으로 들어가자, 아직 어린 아기 고양이들이 있는 방으로 안내되었다.",,,,,,,,
SmallCat,,"한참 눈도 다 안 떠진 애들이지만, 이리저리 굴러다니며 장난치는 모습이 너무 귀여웠다.",,,,,,,,
SmallCat,,세하가 한 마리를 조심스럽게 안으며 말했다.,,,,,,,,
SmallCat,강세하,얘 봐봐. 눈 땡글한 게 너랑 닮았다.,,,,,,,,
SmallCat,여주,무슨 뜻이야?,,,,,,,,
SmallCat,강세하,좋다는 말인데. 귀엽다고.,,,,,,,,
SmallCat,,요즘 들어 자꾸 저런 말을 자주 한다.,,,,,,,,
SmallCat,,장난인지 진심인지 모를 말들.,,,,,,,,
SmallCat,,작은 수건으로 새끼 고양이 얼굴을 닦아주고 사료와 물을 갈아주면서 둘이 나누는 대화는 유난히 잔잔했다.,,,,,,,,
SmallCat,,평소보다 말수가 적었지만 그런 조용한 시간이 오히려 편했다.,,,,,,,,
SmallCat,,고양이 한 마리가 내 무릎 위로 올라와 잠들었을 때 세하가 내 옆에 슬쩍 앉았다.,,,,,,,,
SmallCat,강세하,이런 시간 좋다.,,,,,,,,
SmallCat,여주,"응, 나도.",,,,,,,,
SmallCat,,조용한 햇살 속에서 고양이들 사이에 둘러싸인 채로 앉아 있는 우리.,,,,,,,,
SmallCat,,이 시간이 조금 더 길어졌으면 하는 그런 기분이었다.,,,,,,,,
Organize1,,막상 봉사하러 오긴 했는데 반려동물을 키워본 적이 없어서 오히려 방해만 될 것 같다.,,,,,,,,
Organize1,,귀여운 동물들 보고 싶어서 신청한 거긴 하지만…,,,,,,,,
Organize1,,멀리서 구경이나 해야지…,,,,,,,,
Organize1,,그럼 내가 할 수 있는 건 시설 청소뿐이다.,,,,,,,,
Organize1,,고양이나 강아지가 뜯어 놓은 벽지를 새로 바르거나 물류 창고를 정리하면 된다고 한다.,,,,,,,,
Organize1,,근데 저건 누구지?,,,,,,,,
Organize1,,어 루카다.,,,,,,,,
Organize1,여주,루카 안녕. 여기서 만날 줄은 몰랐는데.,,,,,,,,
Organize1,루카,안녕하세요.,,,,,,,,
Organize1,여주,"뭔가 의외네, 봉사활동 다니는 거.",,,,,,,,
Organize1,루카,저를 뭐라고 생각하시는 건가요.,,,,,,,,
Organize1,여주,"아니 나쁜 의미는 아니고, 아니 나쁜 의미인가? 기분 나빴으면 미안.",,,,,,,,
Organize1,,황당한 듯한 표정이다.,,,,,,,,
Organize1,루카,안 어울린다는 건 알아요.,,,,,,,,
Organize1,여주,아냐! 어울려.,,,,,,,,
Organize1,,사실 안 어울려…,,,,,,,,
Organize1,여주,근데 동물 좋아해?,,,,,,,,
Organize1,루카,글쎄요. 굳이 따지자면 좋아하는 편이겠죠.,,,,,,,,
Organize1,여주,"그럼, 왜.",,,,,,,,
Organize1,루카,제가 좋아하고 말고와는 아무런 상관이 없으니까요.,,,,,,,,
Organize1,,음? 뜬금없이 뭔 소리지.,,,,,,,,
Organize1,,동물 좋아하면 보러 가면 되는 거 아니야?,,,,,,,,
Organize1,루카,…그렇죠.,,,,,,,,
Organize1,,더 말을 해볼까?,TRUE,"""더 이야기 해보자|Organize_More|8|루카|False;그냥 넘어가자|Organize2|4|루카|False""",,,,,,
Organize_More,여주,너는 가끔 생각이 너무 많은 것 같아.,,,,,,,Organize2,
Organize_More,루카,누나처럼 고민 없이 살 수 있다면 편하겠네요.,,,,,,,,
Organize_More,,지금 내가 생각 없이 산다고 돌려 말하는 건가?,,,,,,,,
Organize_More,여주,성격 참 적응 안 된다니까.,,,,,,,,
Organize_More,루카,누나도 만만치 않아요.,,,,,,,,
Organize_More,,괜히 말 꺼냈다.,,,,,,,,
Organize_More,,주어진 일이나 열심히 하자.,,,,,,,,
Organize2,,,,,,,,,,FadeOut
Organize2,,칠해야 하는 벽에 벽지를 전부 발랐다…,,,,,,,,
Organize2,,잠시 한숨 돌리다가 더 할 일이 있는지 돌아보러 발걸음을 옮겼다.,,,,,,,,
Organize2,,또 할 일이 뭐가 있었더라.,,,,,,,,
Organize2,,창고 정리?,,,,,,,,
Organize2,,"창고 쪽으로 향하자, 루카가 상자 두어 개를 쌓아서 들고 나오고 있었다.",,,,,,,,
Organize2,여주,같이 들어줄까?,,,,,,,,
Organize2,루카,무거울 텐데요.,,,,,,,,
Organize2,,상자를 하나 건네받고 루카를 따라 걸었다.,,,,,,,,
Organize2,,그나저나 생각보다 무겁네.,,,,,,,,
Organize2,여주,보기보다 힘이 좋은가 봐.,,,,,,,,
Organize2,루카,보기보다요?,,,,,,,,
Organize2,여주,아니 그게 솔직히 힘 잘 쓸 것 같은 이미지는 아니랄까.,,,,,,,,
Organize2,루카,그래도 누나보다야 낫겠죠.,,,,,,,,
Organize2,여주,그런가?,,,,,,,,
Organize2,,뭔가 의외의 모습을 많이 보는 듯하다.,,,,,,,,
