groupId,speaker,line,hasChoices,choices,conditionType,conditionKey,conditionTargetCharacter,conditionValue,nextOnCompletion,eventName
5-1-2-3,,얼굴엔 이상한 스티커까지 붙였다.,,,,,,,,
5-1-2-3,,혼자 다니는 것 치고 엄청 즐겼다.,,,,,,,,
5-1-2-3,여주,와 저기 타코야끼도 파네!,,,,,,,,
5-1-2-3,,,,,,,,,,
5-1-2-3,,주은이랑 같이 있었으면 더 좋았을 텐데.,,,,,,,,
5-1-2-3,,주은이한테 문자 보내볼까.,TRUE,"""보낸다|5-1-2-3-1;만다|5-1-2-3-2;""",,,,,,
5-1-2-3-1,여주,주은아 뭐해? 급한 거 끝났어?,,,,,,,backto5-1-2-3,
5-1-2-3-1,,…,,,,,,,,
5-1-2-3-1,,답장이 없다.,,,,,,,,
5-1-2-3-1,여주,너도 같이 왔으면 좋았을 텐데…,,,,,,,,
5-1-2-3-1,여주,너무 아쉽다…,,,,,,,,
5-1-2-3-1,여주,이거 봐,,,,,,,,
5-1-2-3-1,여주,나 얼굴에 이거 붙였어,,,,,,,,
5-1-2-3-1,,얼굴에 붙인 이상한 스티커 사진을 보냈다…,,,,,,,,
5-1-2-3-1,여주,다음엔 꼭 같이 오자!!,,,,,,,,
5-1-2-3-2,,바쁘다고 했는데 보내는 것도 좀 그런가?,,,,,,,backto5-1-2-3,
5-1-2-3-2,,그냥 보내지 말아야겠다…,,,,,,,,
backto5-1-2-3,,오늘따라 다들 왜 이렇게 바쁜 거야…,,,,,,,,
backto5-1-2-3,,타코야끼를 집어 먹으면서 걷고 있는데 익숙한 머리가 보인다.,,,,,,,,
backto5-1-2-3,,남들보다 머리 하나 정도 큰 사람…,,,,,,,,
backto5-1-2-3,여주,은성아!,,,,,,,,
backto5-1-2-3,이은성,[여주야]!,,,,,,,,
backto5-1-2-3,이은성,전화 주겠다고 했는데 너무 바빠서 까먹었네.,,,,,,,,
backto5-1-2-3,여주,"""괜찮아, 나도 너 학생회인 거 까먹고 전화 건 거라.""",,,,,,,,
backto5-1-2-3,,은성의 얼굴을 보니 많이 지쳐 보인다. 그래도 계속 웃고 있네… 체력도 좋다…,,,,,,,,
backto5-1-2-3,여주,많이 바빴나 봐?,,,,,,,,
backto5-1-2-3,이은성,"""맞아, 엄청 바빴어.""",,,,,,,,
backto5-1-2-3,이은성,[여주이] 너는 엄청 즐겼나 본데?,,,,,,,,
backto5-1-2-3,,"""앗, 내 얼굴에 이상한 스티커 붙어 있는데!!""",,,,,,,,
backto5-1-2-3,,"""급하게 손을 들어 얼굴을 가리자, 은성이가 웃었다.""",,,,,,,,
backto5-1-2-3,이은성,재밌었겠다.,,,,,,,,
backto5-1-2-3,이은성,나도 학생회만 아니었으면 너랑 다니는 건데.,,,,,,,,
backto5-1-2-3,여주,일 끝난 거면 같이 가자!,,,,,,,,
backto5-1-2-3,이은성,지금 쉬는 시간이긴 해.,,,,,,,,
backto5-1-2-3,이은성,근데 이 시간이면 다 닫았을 텐데…,,,,,,,,
backto5-1-2-3,,시계를 보니 벌써 여섯 시가 넘어간다.,,,,,,,,
backto5-1-2-3,,생각해 보니 아까 즉석 사진 부스는 열려 있었다.,,,,,,,,
backto5-1-2-3,,같이 사진이라도 찍자고 할까?,TRUE,"""찍자고 한다|5-1-2-3-3|5|이은성;만다|5-1-2-3-4;""",,,,,,
5-1-2-3-3,여주,아까 즉석 사진 부스는 열려 있던데.,,,,,,,bbackto5-1-2-3,
5-1-2-3-3,이은성,같이 사진이라도 찍을래?,,,,,,,,
5-1-2-3-3,,은성은 뭔가 생각해 보다가 앞머리를 만지작거린다.,,,,,,,,
5-1-2-3-3,이은성,음… 같이 찍는 건 좋은데…,,,,,,,,
5-1-2-3-3,이은성,내 몰골 괜찮아?,,,,,,,,
5-1-2-3-3,,흠… 조금 초췌하긴 하지만 그래도 잘생겼다!,,,,,,,,
5-1-2-3-3,여주,당연히 괜찮지!,,,,,,,,
5-1-2-3-3,여주,"""아까 봤을 때 줄 안 서 있었으니까, 사람 없을 때 빨리 가자!""",,,,,,,,
5-1-2-3-3,,그래!,,,,,,,,
5-1-2-3-3,,,,,,,,,,
5-1-2-3-3,,"""포토 부스가 있는 쪽으로 가니, 사람이 별로 없어서 바로 부스로 들어갔다.""",,,,,,,,
5-1-2-3-3,,대충 프레임을 고르고 카드를 넣으니 바로 촬영이 시작됐다.,,,,,,,,
5-1-2-3-3,,"막상 카메라 앞에 서니 할 만한 포즈가 생각이 안 나서 주춤거리고 있었더니,",,,,,,,,
5-1-2-3-3,,은성이가 태연하게 내 머리 위로 손가락으로 뿔을 만들었다.,,,,,,,,
5-1-2-3-3,여주,…,,,,,,,,
5-1-2-3-3,,나도 하려고 했는데 은성이의 키가 너무 컸다.,,,,,,,,
5-1-2-3-3,여주,은성아.,,,,,,,,
5-1-2-3-3,이은성,응?,,,,,,,,
5-1-2-3-3,여주,너 다리 좀 굽혀봐.,,,,,,,,
5-1-2-3-3,,은성은 순수히 다리를 굽혀 나와 키를 맞춰주었다.,,,,,,,,
5-1-2-3-3,,,,,,,,,,
5-1-2-3-3,,그렇게 프린트된 사진을 보니 나만 너무 축제를 즐긴 것 같아서 부끄럽긴 했다.,,,,,,,,
5-1-2-3-3,,그래도 같이 사진도 찍게 돼서 즐거웠다!,,,,,,,,
5-1-2-3-3,,부스에서 나와 내가 가방을 정리하는 걸 보던 은성이가 시계를 보고는 날 쳐다본다.,,,,,,,,
5-1-2-3-3,여주,왜?,,,,,,,,
5-1-2-3-3,이은성,"""[여주야], 공연 볼 거야?""",,,,,,,,
5-1-2-3-3,여주,볼까 말까 고민 중.,,,,,,,,
5-1-2-3-3,이은성,"""왜, 우리가 열심히 섭외했는데!""",,,,,,,,
5-1-2-3-3,이은성,고민하는 이유가 뭐야?,,,,,,,,
5-1-2-3-3,여주,같이 보러 갈 친구도 없고… 이 정도면 많이 즐겼다 싶어서.,,,,,,,,
5-1-2-3-3,,은성이가 시무룩한 표정으로 쳐다본다…,,,,,,,,
5-1-2-3-4,,아무래도 저 모습으로 사진 찍는 건 싫어하겠지?,,,,,,,bbackto5-1-2-3,
5-1-2-3-4,,그냥 포기해야겠다.,,,,,,,,
5-1-2-3-4,,공연이라도 같이 볼까?,,,,,,,,
bbackto5-1-2-3,여주,"그럼, 공연 같이 볼래?",,,,,,,,
bbackto5-1-2-3,이은성,좋아!,,,,,,,,
bbackto5-1-2-3,이은성,"""그 전에 잠시만, 학생회에 공연 봐도 되냐고 물어보고 올게.""",,,,,,,,
bbackto5-1-2-3,이은성,이제 할 일 거의 없어서 아마 보내주실 거야.,,,,,,,,
bbackto5-1-2-3,여주,알겠어. 여기 있을 테니까 다녀와!,,,,,,,,
bbackto5-1-2-3,,,,,,,,,,
bbackto5-1-2-3,,몇 분 뒤…,,,,,,,,
bbackto5-1-2-3,이은성,[여주야] 공연장 들어가자!,,,,,,,,
bbackto5-1-2-3,,그렇게 공연장으로 향했다.,,,,,,,,
bbackto5-1-2-3,,,,,,,,,,
bbackto5-1-2-3,,"""은성이랑 공연을 즐기던 중, 화장실이 가고 싶어졌다.""",,,,,,,,
bbackto5-1-2-3,,"""공연장을 나와 화장실로 걸어가는데, 익숙한 뒤통수가 보인다.""",TRUE,"""이현 선배|t_1;루카|t_3|3|루카;""",,,,,,
05-1-3,,루카에게 연락을 해보자. 읽고 무시하진 않겠지?,TRUE,"""문자를 보낸다|5-1-3-1|4|루카;전화를 한다|5-1-3-2|5|루카;""",,,,,,
,,,,,,,,,,
5-1-3-1,,메신저를 켜서 연락을 해본다.,,,,,,,backto05-1-3,
,,지금 뭐 해? 안 바쁘지?,,,,,,,,
5-1-3-2,,연락처 목록에서 루카의 이름을 찾아 전화를 걸어본다. ,,,,,,,backto05-1-3,
backto05-1-3,,연락을 안보네…,,,,,,,,
backto05-1-3,,"""어, 근데 저기 지나가는 뒤통수가 익숙하다.""",,,,,,,,
backto05-1-3,여주,루카!!,,,,,,,,
backto05-1-3,,걸어가던 루카를 붙잡는다.,,,,,,,,
backto05-1-3,루카,"""안녕하세요,""",,,,,,,,
backto05-1-3,여주,마침 너 찾고 있었는데!,,,,,,,,
backto05-1-3,루카,저를요?,,,,,,,,
backto05-1-3,여주,응. 연락 안 보더라?,,,,,,,,
backto05-1-3,,루카가 주머니에서 폰을 꺼내본다.,,,,,,,,
backto05-1-3,루카,소리가 꺼져있어서요. 급한 일이신가요?,,,,,,,,
backto05-1-3,여주,응. 조금이라도 늦게 만났으면 심각했을 뻔.,,,,,,,,
backto05-1-3,루카,무슨 심각한 일인지 들어나 보죠.,,,,,,,,
backto05-1-3,,전혀 안 믿는다는 얼굴이다. 대체 내 이미지가 어떻길래?,,,,,,,,
backto05-1-3,여주,들어봐.,,,,,,,,
backto05-1-3,루카,말씀하세요.,,,,,,,,
backto05-1-3,여주,친구가 일이 생겼대.,,,,,,,,
backto05-1-3,루카,그것 참 안타까운 일이네요.,,,,,,,,
backto05-1-3,여주,그래서 지금 내가 혼자야.,,,,,,,,
backto05-1-3,루카,그것 또한 안타까운 일이네요.,,,,,,,,
backto05-1-3,여주,안 바쁘지? 축제 구경하러 가자.,,,,,,,,
backto05-1-3,루카,"""친구 많으시잖아요. 굳이 저 아니어도,""",,,,,,,,
backto05-1-3,여주,아니지 마침 너를 만났잖아? 이건 같이 구경해야 하는… 신이 정해준 운명인 거지.,,,,,,,,
backto05-1-3,루카,신을 믿으셔요?,,,,,,,,
backto05-1-3,여주,무교야.,,,,,,,,
backto05-1-3,루카,그러실 것 같았어요. ,,,,,,,,
backto05-1-3,여주,"""아니 이게 중요한 게 아니라, 아무튼 구경하자!""",,,,,,,,
backto05-1-3,여주,첫 축제잖아.,,,,,,,,
backto05-1-3,,이젠 그냥 노골적으로 싫다는 표정을 짓는다.,,,,,,,,
backto05-1-3,여주,내가 그렇게 싫어?,,,,,,,,
backto05-1-3,루카,네. 귀찮네요.,,,,,,,,
backto05-1-3,여주,너도 만만치 않아.,,,,,,,,
backto05-1-3,루카,"""그럼 굳이,""",,,,,,,,
backto05-1-3,여주,"""와 헐, 저거 맛있겠다!! 가보자!""",,,,,,,,
backto05-1-3,,루카의 팔을 붙잡고 근처의 푸드트럭으로 데려간다.,,,,,,,,
backto05-1-3,,"""옆에서 한숨 쉬는 소리가 들렸지만, 못 들은 거로 하자.""",,,,,,,,
backto05-1-3,,,,,,,,,,
backto05-1-3,,"""맛있는 것도 많이 먹고, 부스 체험도 하고… 즐거운 시간을 보냈다.""",,,,,,,,
backto05-1-3,,"""루카도 말은 아니라고 했으면서, 막상 데리고 다니니까 재밌어하는 것 같았고.""",TRUE,"""재밌었는지 물어보자|5-1-3-3|8|루카;물어보지 말자|5-1-3-4;""",,,,,,
5-1-3-3,여주,오길 잘했지?,,,,,,,bbbackto05-1-3,
5-1-3-3,루카,루카가 시선을 피한다.,,,,,,,,
5-1-3-3,,…,,,,,,,,
5-1-3-3,,괜히 웃음이 나왔다.,,,,,,,,
5-1-3-3,,솔직하지 못하긴.,,,,,,,,
5-1-3-3,,… 네.,,,,,,,,
5-1-3-3,여주,그럼 할 말은?,,,,,,,,
5-1-3-3,루카,감사합니다…,,,,,,,,
5-1-3-3,,의외로 고분고분한 면도 있단 말이지.,,,,,,,,
5-1-3-3,여주,처음부터 그렇게 말하면 얼마나 좋아.,,,,,,,,
5-1-3-3,루카,… 기억해 두도록 하죠.,,,,,,,,
5-1-3-4,,괜히 물어보면 기분 나빠하려나?,,,,,,,bbbackto05-1-3,
5-1-3-4,,그냥 조용히 있자.,,,,,,,,
bbbackto05-1-3,,헐 이제 곧 공연 시간이네. 보러 가자!,,,,,,,,
bbbackto05-1-3,,루카를 붙잡고 공연장으로 향했다. ,,,,,,,,
bbbackto05-1-3,,…,,,,,,,,
bbbackto05-1-3,,"""루카랑 공연을 즐기던 중, 화장실이 가고 싶어졌다.""",,,,,,,,
bbbackto05-1-3,,"""공연장을 나와 화장실로 걸어가는데, 익숙한 뒤통수가 보인다.""",TRUE,"""이현 선배|t_1;은성이|t_2|1|이은성;""",,,,,,
,,,,,,,,,,
t_1,여주,이현 선배! 선배도 축제 보시는 거예요?,,,,,,,5-3,
t_1,문이현,"""아, 나는 도서관에서 과제 하다가 잠깐 구경하러 나왔어.""",,,,,,,,
t_1,문이현,이제 다시 들어가려고.,,,,,,,,
t_1,여주,아하 그렇구나. 전 축제 보고 있었어요.,,,,,,,,
t_1,문이현,"응응, 재밌게 봐~.",,,,,,,,
t_1,,이현 선배는 나에게 인사를 하고는 도서관으로 걸어갔다. ,,,,,,,,
t_1,,축제 날에조차 공부하다니 역시 이현 선배답다.,,,,,,,,
,,,,,,,,,,
t_2,여주,어? 은성아?,,,,,,,5-3,
t_2,이은성,"""아, [여주야]!""",,,,,,,,
t_2,여주,여기서 뭐 해?,,,,,,,,
t_2,이은성,공연장 관리하다가 잠시 쉬고 있어.,,,,,,,,
t_2,이은성,넌 왜 공연 안 보고 여기 있어?,,,,,,,,
t_2,여주,"""아, 나 잠깐 화장실 다녀오려고.""",,,,,,,,
t_2,이은성,그렇구나.,,,,,,,,
t_2,이은성,"""나 가야 해서, 그럼 다음에 보자!""",,,,,,,,
t_2,여주,"""응, 다음에 봐!""",,,,,,,,
t_2,이은성,잘 가! 공연 잘 보고!,,,,,,,,
,,,,,,,,,,
t_3,여주,"""루카 안녕! 너도 축제 구경 중이야? 뭔가 의외네, 이런 거 싫어할 줄."" ",,,,,,,5-3,
t_3,루카,별로 좋아하진 않아요.,,,,,,,,
t_3,여주,그래? 좋아하는 연예인이라도 와? 누구?,,,,,,,,
t_3,루카,그런 거 아니에요. 그냥…,,,,,,,,
t_3,,뭔가 뜸을 들인다.,,,,,,,,
t_3,루카,이런 축제는 처음이라서요…,,,,,,,,
t_3,여주,1학년인데 보통은 그렇지 않나?,,,,,,,,
t_3,여주,"""아, 하긴 다른 학교 축제 가봤을 수도 있긴 하겠다.""",,,,,,,,
t_3,루카,…,,,,,,,,
t_3,여주,설렜구나!! 기대했지? 그래서 온 거지??,,,,,,,,
t_3,,대답이 없다. 정답인가 봐!,,,,,,,,
t_3,여주,생각보다 귀여운 구석도 있네.,,,,,,,,
t_3,루카,술 드셨어요?,,,,,,,,
t_3,여주,안 마셨어.,,,,,,,,
t_3,,안 믿는듯한 얼굴이다. 진짠데…,,,,,,,,
t_3,여주,무대 보러 안 가?,,,,,,,,
t_3,루카,"아뇨, 거기까진…",,,,,,,,
t_3,여주,"""왜, 그래도 온 김에 구경하고 가자.""",,,,,,,,
t_3,,조금 망설이던 루카가 가볍게 고개를 끄덕였다.,,,,,,,,
t_3,여주,"""아, 난 먼저 가볼게!""",,,,,,,,
t_3,,이제 다시 공연장으로 돌아가자.,,,,,,,,
,,,,,,,,,,
Controlblock,,누구한테 연락할까?,TRUE,"""이현 선배|05-1-1;루카|05-1-3;""",,,,,,
