groupId,speaker,line,hasChoices,choices,conditionType,conditionKey,conditionTargetCharacter,conditionValue,nextOnCompletion,eventName
Ep3-4-1,,잠깐 졸았나? 맞은편에서 은성이와 눈이 마주쳤다.,,,,,,,,
Ep3-4-1,,아 부끄러워…,,,,,,,,
Ep3-4-1,,마침 옆 방에서 뭔가 크게 웃는 소리가 들렸다. 이참에 우리도 쉬자고 해봐야겠다.,,,,,,,,
Ep3-4-1,여주,저희 조금만 쉬었다가 할까요?,,,,,,,,
Ep3-4-1,,이 사람들에 대해 조금 더 알고 싶은데?,,,,,,,,
Ep3-4-1,,이런저런 질문을 해보자.,,,,,,,,
Ep3-4-1,여주,잠시 밸런스 게임 어때요?,,,,,,,,
Ep3-4-1,이은성,그럴까?,,,,,,,,
Ep3-4-1,루카,뭐가 궁금하신가요?,,,,,,,,
Ep3-4-1,여주,"강아지가 좋아요, 아니면 고양이가 좋아요?",,,,,,,,
Ep3-4-1,정우진,나는 고양이.,,,,,,,,
Ep3-4-1,강세하,나도.,,,,,,,,
Ep3-4-1,문이현,강아지요.,,,,,,,,
Ep3-4-1,이은성,나도 강아지.,,,,,,,,
Ep3-4-1,여주,루카는?,,,,,,,,
Ep3-4-1,루카,골라야 한다면 강아지요.,,,,,,,,
Ep3-4-1,여주,그럼 다음 질문.,,,,,,,,
Ep3-4-1,여주,로또 당첨되면 뭐 하고 싶은지!,,,,,,,,
Ep3-4-1,문이현,저축하거나 안정적으로 투자하는 게 제일 낫지 않나?,,,,,,,,
Ep3-4-1,정우진,당첨 금액이 얼만지에 따라 다르지.,,,,,,,,
Ep3-4-1,이은성,나도 다를 것 같은데. 일단 내가 쓸 돈 조금 빼고는 다 저축해둘래.,,,,,,,,
Ep3-4-1,이은성,나 사기당할지도 몰라서 일단 넣어두고 봐야 해…,,,,,,,,
Ep3-4-1,세하,음… 나도 일단 저축해둘래. 당장 하고 싶은 건 없네.,,,,,,,,
Ep3-4-1,루카,"특별히 뭘 해야 하나요? 평소대로 살겠죠, 아마.",,,,,,,,
Ep3-4-1,,자잘한 질문을 몇 개를 하다가 문득 궁금해졌다.,,,,,,,,
Ep3-4-1,,다들 이상형은 어떻게 될까?,,,,,,,,
Ep3-4-1,,이런 거 물어봐도 되겠지?,,,,,,,,
Ep3-4-1,여주,다들 이상형은 어떻게 되세요?,,,,,,,,
Ep3-4-1,문이현,이상형?,,,,,,,,
Ep3-4-1,여주,간단한 거라도 좋으니까 아무거나. 나는 잘생긴 사람.,,,,,,,,
Ep3-4-1,정우진,뭐든 간에 열심히 하는 사람이 좋더라.,,,,,,,,
Ep3-4-1,강세하,나는 그냥… 착한 사람?,,,,,,,,
Ep3-4-1,이은성,재미있는 사람!,,,,,,,,
Ep3-4-1,루카,같이 있으면 편한 사람이요.,,,,,,,,
Ep3-4-1,문이현,인생 성실하게 사는 밝은 사람…,,,,,,,,
Ep3-4-1,,뭔가 답 안 해줄 것 같은 사람들도 다 이야기해 줘서 의외였다.,,,,,,,,
Ep3-4-1,,그러다 시간을 확인하니 슬슬 스터디룸 예약이 끝날 시간이었다.,,,,,,,,
Ep3-4-1,,스터디룸까지 와놓고 공부보다 사담을 더 많이 한 것 같다. 시험 망했어…,,,,,,,,
Ep3-4-1,,내 학점…...,,,,,,,,
