groupId,speaker,line,hasChoices,choices,conditionType,conditionKey,conditionTargetCharacter,conditionValue,nextOnCompletion,eventName
7-5-b,,"조금 잘까, 아니면 갈 곳을 정할까?",TRUE,"""잔다|7-5-c3-a|0|이은성|false|0;대화한다|7-5-c4|3|이은성|false|0|tES""",,,,,,
7-5-c3-a,,조금만 눈 붙여야지···,,,,,,,,
7-5-c3-a,,잠시 눈을 감았다.,,,,,,,,
7-5-c3-a,,···,,,,,,,,
7-5-c3-a,,잘 자던 중간에 눈이 부셔서 깼다.,,,,,,,,
7-5-c3-a,,"헉, 은성이한테 완전히 기대고 있었잖아.",,,,,,,,
7-5-c3-a,,은성이도 자네···.,,,,,,,,
7-5-c3-a,,음··· 기대 있을까? 아니면 바로 앉을까.,TRUE,"""기대 있는다|7-5-c3-c1|3|이은성|false;바로 앉는다|7-5-c3-c2|1|이은성|false""",,,,,,
7-5-c3-c1,,편한데 그냥 계속 기대 있어야지.,,,,,,,7-5-c3-b,
7-5-c3-c1,,이제 슬슬 어디부터 갈지 정해볼까?,,,,,,,,
7-5-c3-c1,,"봐둔 곳을 보고 있는데, 옆에서 움직임이 느껴졌다.",,,,,,,,
7-5-c3-c1,이은성,으음···,,,,,,,,
7-5-c3-c1,,은성이도 눈이 부셔서 깬 것 같았다.,,,,,,,,
7-5-c3-c1,,커튼을 쳐주려고 했는데 은성이 눈을 떴다.,,,,,,,,
7-5-c3-c1,여주,일어났어?,,,,,,,,
7-5-c3-c1,이은성,응··· 뭐 하고 있어?,,,,,,,,
7-5-c3-c2,,불편할 텐데 그냥 바로 앉아야지.,,,,,,,7-5-c3-b,
7-5-c3-c2,,"몸을 일으키자, 은성이 놀라며 깼다.",,,,,,,,
7-5-c3-c2,여주,"미안, 나 때문에 깼어?",,,,,,,,
7-5-c3-c2,이은성,"응? 아니야, 아니야. 뭐 하고 있었어?",,,,,,,,
7-5-c3-b,,나는 핸드폰을 살짝 돌려 여행지 목록을 보여줬다.,,,,,,,7-5-c,
7-5-c3-b,여주,내려서 어디 갈지 보고 있었어.,,,,,,,,
7-5-c3-b,이은성,많이 찾아뒀네.,,,,,,,,
7-5-c3-b,이은성,"나도 찾아두긴 했는데, 너 가고 싶은 곳으로 가자.",,,,,,,,
7-5-c4,,그래도 어디 갈지는 결정해야지.,,,,,,,7-5-c,
7-5-c4,여주,"은성아, 어디 갈지 찾아본 거 있어?",,,,,,,,
7-5-c4,이은성,"어, 조금.",,,,,,,,
7-5-c4,,은성은 핸드폰을 켜 찾아둔 여행지 목록을 나에게 보여주었다. 엄청 많은데···?,,,,,,,,
7-5-c4,여주,조금이라며···?,,,,,,,,
7-5-c4,이은성,찾다 보니 너랑 가고 싶은 곳이 많더라고.,,,,,,,,
7-5-c4,이은성,"네 마음에 드는 곳 몇 군데 고르면, 거기로 가자.",,,,,,,,
7-5-c4,,···,,,,,,,,
7-5-c4,,"이 전망대, 나도 골라뒀던 곳인데.",,,,,,,,
7-5-c4,,차라리 시장을 갈까?,,,,,,,,
7-5-c4,,"헉, 바다 앞 카페! 여기 바다 푸딩 귀엽던데.",,,,,,,,
7-5-c4,여주,요트는 뭐야?,,,,,,,,
7-5-c4,이은성,"아, 여행권에 있길래 넣어 봤어.",,,,,,,,
7-5-c4,이은성,"타기엔 시간이 좀 빠듯하긴 한데, 탈 수는 있을 거야.",,,,,,,,
7-5-c4,여주,탈 수 있으면 타야지!,,,,,,,,
7-5-c4,이은성,그래!,,,,,,,,
7-5-c,여주,그럼 내려서 바다부터 가자!,,,,,,,,
7-5-c,,"그렇게 은성이와 여행 경로를 정하는데,",,,,,,,,
7-5-c,,창밖으로 바다가 보이기 시작했다.,,,,,,,,
7-5-c,,거의 다 왔나 보네.,,,,,,,,
7-5-c,,···,,,,,,,,
7-5-c,,역에서 내리고 한참을 걸어 바닷가에 도착했다.,,,,,,,,
7-5-c,,평일이라 그런지 사람이 많진 않았다.,,,,,,,,
7-5-c,,바다가 시원해 보인다.,,,,,,,,
7-5-c,,,,,FlagTrue,rough,,,7-5-rough-a,
7-5-c,,,,,FlagTrue,large,,,7-5-large-a,
7-5-rough-a,,아무래도 여분 옷도 수건도 없으니 발 담그는 것도 무리겠지.,,,,,,,,
7-5-rough-a,,은성이도 저 작은 가방에 뭘 많이 챙겼을 리도 없고.,,,,,,,,
7-5-rough-a,,"아쉬운 마음에 모래사장만 뚫어져라 쳐다보다가, 나뭇가지 하나를 주웠다.",,,,,,,,
7-5-rough-a,,모래에 글씨라도 써야지.,,,,,,,,
7-5-rough-a,,무슨 글씨를 쓸까?,TRUE,"""이은성 바보|7-5-rough-c1|5|이은성|false;나♡은성|7-5-rough-c2|3|false""",,,,,,
7-5-rough-c1,,이은성 바보라고 썼다.,,,,,,,7-5-rough-b,
7-5-rough-c1,,"은성이 그걸 보더니, 옆에 같이 앉아",,,,,,,,
7-5-rough-c1,,[여주] 바보라고 적었다.,,,,,,,,
7-5-rough-c1,,그 모습이 웃겨서 글씨를 쓰고 있는 은성이의 사진을 찍었다.,,,,,,,,
7-5-rough-c1,이은성,뭐야?,,,,,,,,
7-5-rough-c1,여주,귀여워서.,,,,,,,,
7-5-rough-c1,,웃으며 바다 사진을 찍는 척 은성이의 사진도 찍고 있자니···,,,,,,,,
7-5-rough-c1,,내 사진을 안 찍었네.,,,,,,,,
7-5-rough-c2,,"나뭇가지를 들긴 했지만, 뭘 써야 할지 모르겠다.",,,,,,,7-5-rough-b,
7-5-rough-c2,,그냥 내 이름과 은성이의 이름을 쓰고 크게 하트를 그렸다.,,,,,,,,
7-5-rough-c2,,은성이도 나뭇가지를 어디선가 주워 와선 주변에 뭔갈 그리기 시작했다.,,,,,,,,
7-5-rough-c2,,너무 많이 그려서 점점 정신없어지는 것 같은데···,,,,,,,,
7-5-rough-c2,여주,"야, 정신없어.",,,,,,,,
7-5-rough-c2,이은성,왜? 귀엽지 않아?,,,,,,,,
7-5-rough-c2,여주,"음, 조금은?",,,,,,,,
7-5-rough-c2,,"말은 그렇게 했지만, 슬쩍 핸드폰을 들어 사진을 찍었다.",,,,,,,,
7-5-rough-c2,,"그렇게 바다 사진도 찍고, 은성이 사진도 찍다가···",,,,,,,,
7-5-rough-c2,,내 사진을 안 찍었다는 게 생각났다.,,,,,,,,
7-5-rough-c2,,"좋은 배경을 놔두고, 한 장도 안 건져 가면 안 되지!",,,,,,,,
7-5-rough-b,여주,"아, 은성아. 나 사진 좀 찍어줘.",,,,,,,7-5-d,
7-5-rough-b,,"은성이에게 핸드폰을 건네려고 했지만,",,,,,,,,
7-5-rough-b,,은성이는 이미 나를 찍고 있었다.,,,,,,,,
7-5-rough-b,이은성,"아, 미안.",,,,,,,,
7-5-rough-b,이은성,나도 모르게.,,,,,,,,
7-5-rough-b,,···언제부터 찍고 있던 거지.,,,,,,,,
7-5-rough-b,,···,,,,,,,,
7-5-rough-b,,"내가 찍은 사진들을 보고 있는데, 대부분 살짝 흔들려 있다.",,,,,,,,
7-5-rough-b,,너무 신나서 막 찍었나.,,,,,,,,
7-5-rough-b,,은성이가 찍어준 사진과 나란히 보니 너무 비교됐다.,,,,,,,,
7-5-rough-b,여주,너 사진 왜 이렇게 잘 찍어?,,,,,,,,
7-5-rough-b,이은성,그냥 피사체가 좋은 거야.,,,,,,,,
7-5-rough-b,여주,그렇긴 해.,,,,,,,,
7-5-rough-b,여주,"그나저나, 배 안 고파?",,,,,,,,
7-5-rough-b,여주,나 배고파. 밥 먹자!,,,,,,,,
7-5-large-a,,"수건도 챙겼고, 옷도 챙겼겠다. 발이라도 좀 담가볼까?",,,,,,,,
7-5-large-a,,"신발을 벗고, 바다에 발을 담갔다.",,,,,,,,
7-5-large-a,여주,"앗, 차가워!",,,,,,,,
7-5-large-a,,생각보다 물이 차가웠다. 깜짝이야···,,,,,,,,
7-5-large-a,,날 보고 있던 은성이가 웃으며 같이 바다에 발을 담갔다.,,,,,,,,
7-5-large-a,이은성,"와, 진짜 차갑네.",,,,,,,,
7-5-large-a,,발목까지 발을 담근 은성이를 보니 조금 장난치고 싶어졌다.,TRUE,"""물을 뿌린다|7-5-large-c1|3|이은성|false;살짝 민다|7-5-large-c2|1|이은성|false""",,,,,,
7-5-large-c1,여주,"은성아, 여분 옷 가져왔어?",,,,,,,7-5-large-b,
7-5-large-c1,이은성,"응, 왜?",,,,,,,,
7-5-large-c1,,나는 대답을 듣자마자 은성이에게 바닷물을 뿌렸다.,,,,,,,,
7-5-large-c1,이은성,"아, 차가워!",,,,,,,,
7-5-large-c1,이은성,너도 바닷물 맞을래?,,,,,,,,
7-5-large-c1,여주,어디 한번 해봐!,,,,,,,,
7-5-large-c1,,은성이가 뿌리는 물을 피하려고 했지만···,,,,,,,,
7-5-large-c1,,민첩성 스탯이 모자랐는지 다 맞고 말았다.,,,,,,,,
7-5-large-c1,,평소에 좀 찍어둘 걸 그랬나?,,,,,,,,
7-5-large-c2,,뒤에서 은성이를 살짝 밀었다.,,,,,,,7-5-large-b,
7-5-large-c2,,방심한 은성이가 휘청거리며 넘어질 뻔했다.,,,,,,,,
7-5-large-c2,이은성,[여주이] 너?,,,,,,,,
7-5-large-c2,,은성이 나에게 물을 뿌렸다.,,,,,,,,
7-5-large-c2,,"민첩하게 피하려 했지만, 다 맞아버렸다···.",,,,,,,,
7-5-large-c2,여주,나만 맞을 수 없지.,,,,,,,,
7-5-large-c2,,나도 은성이에게 물을 뿌렸다.,,,,,,,,
7-5-large-b,,···,,,,,,,7-5-d,
7-5-large-b,,결국 둘이서 한참 동안 서로에게 물을 뿌리며 놀았다.,,,,,,,,
7-5-large-b,여주,"으아, 다 젖었네.",,,,,,,,
7-5-large-b,,수건으로 젖은 몸을 말리며 근처 벤치에 앉았다.,,,,,,,,
7-5-large-b,여주,너 왜 이렇게 진심으로 해.,,,,,,,,
7-5-large-b,이은성,네가 민첩하지 못해서 그래.,,,,,,,,
7-5-large-b,이은성,나처럼 잘 피했어야지.,,,,,,,,
7-5-large-b,,잘 피하긴 무슨···,,,,,,,,
7-5-large-b,,웃고 있는 은성이의 모습도 물에 젖은 생쥐 꼴이었다.,,,,,,,,
7-5-large-b,이은성,전망대 갈 수 있겠어?,,,,,,,,
7-5-large-b,,"아, 맞다. 이다음에 전망대 가기로 했지.",,,,,,,,
7-5-large-b,,걷기 좀 지쳤는데··· 좀 쉬면 갈 수 있지 않을까?,,,,,,,,
7-5-large-b,여주,조금만 쉬면 갈 수 있을 것 같아.,,,,,,,,
7-5-large-b,,···,,,,,,,,
7-5-large-b,,탈의실에서 옷을 갈아입었더니 배가 고파졌다.,,,,,,,,
7-5-large-b,여주,"우리, 전망대 가지 말고 그냥 밥이나 먹으러 가자.",,,,,,,,
7-5-large-b,여주,나 체력 다 써서 배고파.,,,,,,,,
7-5-d,이은성,좋아.,,,,,,,,
7-5-d,이은성,듣고 싶던 말이었어.,,,,,,,,
7-5-d,이은성,아까부터 배고팠거든.,,,,,,,,
7-5-d,여주,"그럼, 시장으로 갈까?",,,,,,,,
7-5-d,이은성,가자!,,,,,,,,
7-5-d,,···,,,,,,,,
7-5-d,,시장 입구에 들어서니 맛있는 음식 냄새가 난다.,,,,,,,,
7-5-d,,"여긴 사람도 많고, 먹을 것도 많네.",,,,,,,,
7-5-d,,지나가며 맛있어 보이는 걸 많이 샀다.,,,,,,,,
7-5-d,여주,우리 회도 먹을래?,,,,,,,,
7-5-d,이은성,아까보다 더 신났네.,,,,,,,,
7-5-d,이은성,가자!,,,,,,,,
7-5-d,,···,,,,,,,,
7-5-d,,"시장 구경도 하고, 배도 채웠더니 기운이 난다.",,,,,,,,
7-5-d,,"슬슬 해도 지는데, 이제 뭐 하지.",,,,,,,,
7-5-d,,,,,FlagTrue,tES,,,7-5-cafeES-a,
7-5-d,,,,,FlagFalse,tES,,,7-5-yacht,
7-5-cafeES-a,여주,디저트 먹자!,,,,,,,,
7-5-cafeES-a,이은성,우리··· 많이 먹지 않았어?,,,,,,,,
7-5-cafeES-a,여주,더 먹어. 난 가능.,,,,,,,,
7-5-cafeES-a,여주,처음 봤을 때부터 가고 싶던 곳이야.,,,,,,,,
7-5-cafeES-a,이은성,그럼 가자.,,,,,,,,
7-5-cafeES-a,,이색 디저트로 유명한 카페!,,,,,,,,
7-5-cafeES-a,,바로 앞에 바다도 보이고 마침 노을도 져 분위기도 좋다.,,,,,,,,
7-5-cafeES-a,,창가에 앉아 주문한 디저트를 한 입 먹었다.,,,,,,,,
7-5-cafeES-a,여주,?,,,,,,,,
7-5-cafeES-a,,짜다···,,,,,,,,
7-5-cafeES-a,,"바다 맛 푸딩이라고 해서 샀는데, 진짜 바다 맛일 줄이야.",,,,,,,,
7-5-cafeES-a,,은성이 먹여야지.,,,,,,,,
7-5-cafeES-a,여주,"은성아, 이거 한입 먹어봐.",,,,,,,,
7-5-cafeES-a,,한 숟갈 떠서 은성이의 입안에 욱여넣었다.,,,,,,,,
7-5-cafeES-a,,맛을 본 은성이의 미간이 구겨졌다.,,,,,,,,
7-5-cafeES-a,이은성,이거 뭐야? 짠데?,,,,,,,,
7-5-cafeES-a,여주,바다입니다.,,,,,,,,
7-5-cafeES-a,,나는 푸딩을 흔들어 보였다.,,,,,,,,
7-5-cafeES-a,,근데 음료랑 같이 먹으니 나쁘지 않은데?,,,,,,,,
7-5-cafeES-a,,단짠단짠···,,,,,,,,
7-5-cafeES-a,,···,,,,,,,,
7-5-cafeES-a,,"노을과 바다를 구경하며 한창 먹고 있는데, 은성이 질문했다.",,,,,,,,
7-5-cafeES-a,이은성,오늘 여행 어땠어?,TRUE,"""맛있는 거 많이 먹어서 좋았다|7-5-cafeES-c1|2|이은성|false;너랑 있어서 재밌었다|7-5-cafeES-c2|5|이은성|false""",,,,,,
7-5-cafeES-c1,여주,오랜만에 맛있는 거 많이 먹어서 좋았어.,,,,,,,7-5-cafeES-b,
7-5-cafeES-c1,여주,재밌기도 했고.,,,,,,,,
7-5-cafeES-c2,여주,"솔직히, 한 건··· 먹기밖에 없는 것 같은데.",,,,,,,7-5-cafeES-b,
7-5-cafeES-c2,여주,너랑 같이 있어서 재밌던 것 같아.,,,,,,,,
7-5-cafeES-c2,여주,불러줘서 고마워.,,,,,,,,
7-5-cafeES-c2,이은성,"아냐, 나야말로···",,,,,,,,
7-5-cafeES-c2,이은성,갑자기 불러냈는데 와 줘서 고마워.,,,,,,,,
7-5-cafeES-c2,이은성,사실 부담스러워할까 봐 걱정했는데.,,,,,,,,
7-5-cafeES-b,이은성,재밌었다니 다행이다.,,,,,,,7-5-e,
7-5-cafeES-b,여주,"그럼, 이제 갈까?",,,,,,,,
7-5-cafeES-b,이은성,"그래, 곧 기차 시간이네.",,,,,,,,
7-5-yacht,이은성,우리 이제 요트 시간 다 되어 가.,,,,,,,,
7-5-yacht,이은성,타러 가자!,,,,,,,,
7-5-yacht,,"은성이를 따라 항구로 걸어가니, 작은 요트가 나왔다.",,,,,,,,
7-5-yacht,,"요트에 타자, 흔들리는 느낌이 들었다.",,,,,,,,
7-5-yacht,,하마터면 균형을 잃고 넘어질 뻔했다.,,,,,,,,
7-5-yacht,여주,생각보다 많이 흔들리네.,,,,,,,,
7-5-yacht,이은성,"조심해, 잡아줄까?",,,,,,,,
7-5-yacht,여주,"아니, 괜찮아.",,,,,,,,
7-5-yacht,,요트가 출발하자 머리카락이 바람에 날렸다.,,,,,,,,
7-5-yacht,,"시원한 바닷바람이라 기분은 좋은데, 머리가 엉망이 되었다.",,,,,,,,
7-5-yacht,,"은성이는 어떤가 싶어 옆을 봤는데, 마찬가지로 엉망진창이다.",,,,,,,,
7-5-yacht,여주,너 지금 완전 감성 있는데?,,,,,,,,
7-5-yacht,여주,내가 사진 찍어줄게.,,,,,,,,
7-5-yacht,이은성,나 지금 완전 엉망일 텐데?,,,,,,,,
7-5-yacht,여주,"아니야, 찍어줄게.",,,,,,,,
7-5-yacht,,...,,,,,,,,
7-5-yacht,,그렇게 서로 놀리며 사진을 찍다 보니 어느덧 노을이 지고 있었다.,,,,,,,,
7-5-yacht,여주,예쁘다.,,,,,,,,
7-5-yacht,이은성,···,,,,,,,,
7-5-yacht,이은성,너도 예뻐.,,,AffectionGreater,,이은성,75,,
7-5-yacht,,…!,,,AffectionGreater,,이은성,75,,
7-5-yacht,,"얘가 뭐라는 거야, 갑자기… 부끄럽게.",,,AffectionGreater,,이은성,75,,
7-5-yacht,,"은성이가 뭐라고 중얼거렸지만, 주변이 너무 시끄러워 듣지 못했다.",,,AffectionLess,,이은성,75,,
7-5-yacht,여주,뭐라고?,,,AffectionLess,,이은성,75,,
7-5-yacht,이은성,아니야.,,,AffectionLess,,이은성,75,,
7-5-yacht,,뭐지···,,,AffectionLess,,이은성,75,,
7-5-yacht,,나는 신경 쓰지 않고 그냥 풍경을 봤다.,,,AffectionLess,,이은성,75,,
7-5-yacht,,"다리 밑도 지나가고, 우리와 반대로 가는 요트와 인사도 했다.",,,,,,,,
7-5-yacht,,"해가 다 떨어져 어두워지자, 다리에 불이 켜지는 것까지 봤다.",,,,,,,,
7-5-yacht,,"별 기대 안 했는데, 재밌네···.",,,,,,,,
7-5-yacht,,"그렇게 내리고 나서도 감상에 취해있는데,",,,,,,,,
7-5-yacht,,아까 은성이가 시간이 빠듯하다고 한 게 생각났다,,,,,,,,
7-5-yacht,여주,우리 기차 시간 언제야?,,,,,,,,
7-5-yacht,이은성,8시 10분.,,,,,,,,
7-5-yacht,,시계를 보니 벌써 8시가 다 되어가고 있었다.,,,,,,,,
7-5-yacht,,지도를 켜보니 역까지 10분.,,,,,,,,
7-5-yacht,여주,···,,,,,,,,
7-5-yacht,,어떡하지? 뛰어갈까? 택시를 불러야 하나?,TRUE,"""택시를 부른다|7-5-yacht-c1|1|이은성|false;뛰어간다|7-5-yacht-c2|8|이은성|false""",,,,,,
7-5-yacht-c1,,"역시 돈은 좀 아깝지만, 택시 부르는 게 낫겠지?",,,,,,,7-5-e,
7-5-yacht-c1,여주,"은성아, 택시 부를게.",,,,,,,,
7-5-yacht-c1,이은성,그래.,,,,,,,,
7-5-yacht-c1,,몇 분 안 돼서 택시가 도착했다.,,,,,,,,
7-5-yacht-c1,,"내가 기사님께 급하다고 빨리 가달라고 했더니, 기사님이 막 지름길로 가주셨다.",,,,,,,,
7-5-yacht-c1,,···,,,,,,,,
7-5-yacht-c1,,빠르게 결제하고 내렸더니 다행히 5분이었다.,,,,,,,,
7-5-yacht-c1,,택시 타길 잘했네.,,,,,,,,
7-5-yacht-c2,,"여기서 택시 불러봤자, 막힐 것 같은데.",,,,,,,7-5-e,
7-5-yacht-c2,,배 타고 난 직후라 멀미할 것도 같고.,,,,,,,,
7-5-yacht-c2,여주,은성아 우리···,,,,,,,,
7-5-yacht-c2,여주,뛸까?,,,,,,,,
7-5-yacht-c2,이은성,그럴까?,,,,,,,,
7-5-yacht-c2,,"눈빛을 주고받자마자, 나는 은성이의 손을 낚아채서 잡고 마구 달렸다.",,,,,,,,
7-5-yacht-c2,,···,,,,,,,,
7-5-yacht-c2,,"숨을 몰아쉬며 기차역 플랫폼에 도착하니, 타야 하는 기차가 오고 있었다.",,,,,,,,
7-5-yacht-c2,여주,"다행이다, 안 늦었어···.",,,,,,,,
7-5-yacht-c2,이은성,"너 엄청, 잘 뛰더라···.",,,,,,,,
7-5-e,,기차에 탄 우리는 둘 다 앉기가 무섭게 잠에 들었다.,,,,,,,8,
7-5-e,,···,,,,,,,,
7-5-e,여주,"아니, 안 데려다줘도 된다니까.",,,,,,,,
7-5-e,여주,너도 힘들 텐데 빨리 집에 가.,,,,,,,,
7-5-e,이은성,괜찮아.,,,,,,,,
7-5-e,이은성,어차피 멀지도 않은데.,,,,,,,,
7-5-e,이은성,들어가는 거 보고 갈게.,,,,,,,,
7-5-e,,,,,,,,,,
7-5-e,여주,···,,,,,,,,
7-5-e,,"집 근처에 도착하자, 은성이가 내 가방을 건네주었다.",,,FlagTrue,large,,,,
7-5-e,,오늘 하루 종일 가방 들어줬네.,,,FlagTrue,large,,,,
7-5-e,여주,고마워.,,,,,,,,
7-5-e,이은성,잘 들어가.,,,,,,,,
7-5-e,여주,너도 조심히 들어가.,,,,,,,,
7-5-e,여주,···,,,,,,,,
7-5-e,여주,다음엔 등산 갈래?,,,,,,,,
7-5-e,이은성,네가 부르면 뭐든.,,,,,,,,
7-5-e,이은성,"여튼, 들어가.",,,,,,,,
7-5-e,여주,"안녕, 오늘 재밌었어.",,,,,,,,
7-5-e,여주,들어가면 연락해.,,,,,,,,
7-5-e,이은성,"그래, 잘 가.",,,,,,,,
